日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/03/01,"7,215.31","12,029.86",2017-03-01,7215.31,12029.86,0,0
106/03/02,"7,235.51","12,063.54",2017-03-02,7235.51,12063.54,0,0
106/03/03,"7,184.19","11,977.98",2017-03-03,7184.19,11977.98,0,0
106/03/06,"7,203.92","12,010.87",2017-03-06,7203.92,12010.87,0,0
106/03/07,"7,249.19","12,086.35",2017-03-07,7249.19,12086.35,0,0
106/03/08,"7,267.49","12,116.87",2017-03-08,7267.49,12116.87,0,0
106/03/09,"7,188.45","11,985.08",2017-03-09,7188.45,11985.08,0,0
106/03/10,"7,175.06","11,962.75",2017-03-10,7175.06,11962.75,0,0
106/03/13,"7,239.97","12,070.97",2017-03-13,7239.97,12070.97,0,0
106/03/14,"7,267.51","12,116.89",2017-03-14,7267.51,12116.89,0,0
106/03/15,"7,269.20","12,119.71",2017-03-15,7269.2,12119.71,0,0
106/03/16,"7,358.41","12,268.45",2017-03-16,7358.41,12268.45,0,0
106/03/17,"7,407.27","12,349.91",2017-03-17,7407.27,12349.91,0,0
106/03/20,"7,407.68","12,350.60",2017-03-20,7407.68,12350.6,0,0
106/03/21,"7,476.16","12,464.76",2017-03-21,7476.16,12464.76,0,0
106/03/22,"7,429.09","12,386.29",2017-03-22,7429.09,12386.29,0,0
106/03/23,"7,429.80","12,387.47",2017-03-23,7429.8,12387.47,0,0
106/03/24,"7,404.82","12,345.82",2017-03-24,7404.82,12345.82,0,0
106/03/27,"7,410.90","12,355.97",2017-03-27,7410.9,12355.97,0,0
106/03/28,"7,424.14","12,378.03",2017-03-28,7424.14,12378.03,0,0
106/03/29,"7,385.08","12,312.91",2017-03-29,7385.08,12312.91,0,0
106/03/30,"7,369.95","12,287.69",2017-03-30,7369.95,12287.69,0,0
106/03/31,"7,329.30","12,219.91",2017-03-31,7329.3,12219.91,0,0
