日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/01/04,"5,918.25","9,467.99",2016-01-04,5918.25,9467.99,0,0
105/01/05,"5,885.42","9,415.46",2016-01-05,5885.42,9415.46,0,0
105/01/06,"5,815.69","9,303.91",2016-01-06,5815.69,9303.91,0,0
105/01/07,"5,722.19","9,154.32",2016-01-07,5722.19,9154.32,0,0
105/01/08,"5,732.96","9,171.57",2016-01-08,5732.96,9171.57,0,0
105/01/11,"5,659.45","9,053.96",2016-01-11,5659.45,9053.96,0,0
105/01/12,"5,668.83","9,068.96",2016-01-12,5668.83,9068.96,0,0
105/01/13,"5,708.47","9,132.37",2016-01-13,5708.47,9132.37,0,0
105/01/14,"5,648.29","9,036.10",2016-01-14,5648.29,9036.1,0,0
105/01/15,"5,689.40","9,101.88",2016-01-15,5689.4,9101.88,0,0
105/01/18,"5,679.88","9,086.63",2016-01-18,5679.88,9086.63,0,0
105/01/19,"5,709.56","9,134.12",2016-01-19,5709.56,9134.12,0,0
105/01/20,"5,584.60","8,934.22",2016-01-20,5584.6,8934.22,0,0
105/01/21,"5,559.56","8,894.16",2016-01-21,5559.56,8894.16,0,0
105/01/22,"5,647.52","9,034.88",2016-01-22,5647.52,9034.88,0,0
105/01/25,"5,749.98","9,198.78",2016-01-25,5749.98,9198.78,0,0
105/01/26,"5,688.79","9,100.89",2016-01-26,5688.79,9100.89,0,0
105/01/27,"5,714.63","9,142.24",2016-01-27,5714.63,9142.24,0,0
105/01/28,"5,751.32","9,200.94",2016-01-28,5751.32,9200.94,0,0
105/01/29,"5,902.97","9,443.53",2016-01-29,5902.97,9443.53,0,0
105/01/30,"5,944.45","9,509.90",2016-01-30,5944.45,9509.9,0,0
