日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 92/08/01,"4,108.03","4,222.27",2003-08-01,4108.03,4222.27,0,0
 92/08/04,"4,092.25","4,208.77",2003-08-04,4092.25,4208.77,0,0
 92/08/05,"3,990.70","4,107.59",2003-08-05,3990.7,4107.59,0,0
 92/08/06,"3,965.78","4,082.04",2003-08-06,3965.78,4082.04,0,0
 92/08/07,"3,984.86","4,103.60",2003-08-07,3984.86,4103.6,0,0
 92/08/08,"3,963.98","4,082.10",2003-08-08,3963.98,4082.1,0,0
 92/08/11,"3,957.05","4,074.96",2003-08-11,3957.05,4074.96,0,0
 92/08/12,"3,989.00","4,108.32",2003-08-12,3989.0,4108.32,0,0
 92/08/13,"4,155.33","4,279.62",2003-08-13,4155.33,4279.62,0,0
 92/08/14,"4,163.44","4,288.97",2003-08-14,4163.44,4288.97,0,0
 92/08/15,"4,209.70","4,340.11",2003-08-15,4209.7,4340.11,0,0
 92/08/18,"4,219.58","4,350.29",2003-08-18,4219.58,4350.29,0,0
 92/08/19,"4,213.56","4,346.35",2003-08-19,4213.56,4346.35,0,0
 92/08/20,"4,252.32","4,386.96",2003-08-20,4252.32,4386.96,0,0
 92/08/21,"4,318.96","4,456.06",2003-08-21,4318.96,4456.06,0,0
 92/08/22,"4,354.99","4,493.24",2003-08-22,4354.99,4493.24,0,0
 92/08/25,"4,387.23","4,526.49",2003-08-25,4387.23,4526.49,0,0
 92/08/26,"4,277.93","4,413.72",2003-08-26,4277.93,4413.72,0,0
 92/08/27,"4,283.91","4,419.89",2003-08-27,4283.91,4419.89,0,0
 92/08/28,"4,279.86","4,415.71",2003-08-28,4279.86,4415.71,0,0
 92/08/29,"4,387.44","4,526.71",2003-08-29,4387.44,4526.71,0,0
