日期,臺灣50指數,臺灣50報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/11/01,"5,241.54","7,374.75",2011-11-01,5241.54,7374.75,0,0
100/11/02,"5,220.62","7,345.32",2011-11-02,5220.62,7345.32,0,0
100/11/03,"5,117.03","7,199.58",2011-11-03,5117.03,7199.58,0,0
100/11/04,"5,210.54","7,331.14",2011-11-04,5210.54,7331.14,0,0
100/11/07,"5,223.61","7,349.53",2011-11-07,5223.61,7349.53,0,0
100/11/08,"5,209.58","7,329.79",2011-11-08,5209.58,7329.79,0,0
100/11/09,"5,183.53","7,293.14",2011-11-09,5183.53,7293.14,0,0
100/11/10,"5,027.74","7,073.95",2011-11-10,5027.74,7073.95,0,0
100/11/11,"5,079.50","7,146.77",2011-11-11,5079.5,7146.77,0,0
100/11/14,"5,201.48","7,318.39",2011-11-14,5201.48,7318.39,0,0
100/11/15,"5,182.84","7,292.17",2011-11-15,5182.84,7292.17,0,0
100/11/16,"5,108.80","7,187.99",2011-11-16,5108.8,7187.99,0,0
100/11/17,"5,108.90","7,188.13",2011-11-17,5108.9,7188.13,0,0
100/11/18,"4,994.82","7,027.62",2011-11-18,4994.82,7027.62,0,0
100/11/21,"4,884.89","6,872.95",2011-11-21,4884.89,6872.95,0,0
100/11/22,"4,870.09","6,852.14",2011-11-22,4870.09,6852.14,0,0
100/11/23,"4,745.56","6,676.92",2011-11-23,4745.56,6676.92,0,0
100/11/24,"4,768.09","6,708.62",2011-11-24,4768.09,6708.62,0,0
100/11/25,"4,703.36","6,617.55",2011-11-25,4703.36,6617.55,0,0
100/11/28,"4,792.98","6,743.65",2011-11-28,4792.98,6743.65,0,0
100/11/29,"4,847.85","6,820.84",2011-11-29,4847.85,6820.84,0,0
100/11/30,"4,813.12","6,771.98",2011-11-30,4813.12,6771.98,0,0
