Date,Close,Adj Close,Dividends,Stock Splits
2023-07-31 00:00:00+08:00,18.68,18.68,0,0
2023-07-30 00:00:00+08:00,,,0,0
2023-07-29 00:00:00+08:00,,,0,0
2023-07-28 00:00:00+08:00,18.78,18.78,0,0
2023-07-27 00:00:00+08:00,18.75,18.75,0,0
2023-07-26 00:00:00+08:00,18.69,18.69,0,0
2023-07-25 00:00:00+08:00,18.71,18.71,0,0
2023-07-24 00:00:00+08:00,18.46,18.46,0,0
2023-07-23 00:00:00+08:00,,,0,0
2023-07-22 00:00:00+08:00,,,0,0
2023-07-21 00:00:00+08:00,18.47,18.47,0,0
2023-07-20 00:00:00+08:00,18.78,18.78,0,0
2023-07-19 00:00:00+08:00,18.79,18.79,0,0
2023-07-18 00:00:00+08:00,18.87,18.87,0,0
2023-07-17 00:00:00+08:00,18.99,18.99,0,0
2023-07-16 00:00:00+08:00,,,0,0
2023-07-15 00:00:00+08:00,,,0,0
2023-07-14 00:00:00+08:00,18.96,18.96,0,0
2023-07-13 00:00:00+08:00,18.73,18.73,0,0
2023-07-12 00:00:00+08:00,18.59,18.59,0,0
2023-07-11 00:00:00+08:00,18.52,18.52,0,0
2023-07-10 00:00:00+08:00,18.19,18.19,0,0
2023-07-09 00:00:00+08:00,,,0,0
2023-07-08 00:00:00+08:00,,,0,0
2023-07-07 00:00:00+08:00,18.22,18.22,0,0
2023-07-06 00:00:00+08:00,18.28,18.28,0,0
2023-07-05 00:00:00+08:00,18.71,18.71,0,0
2023-07-04 00:00:00+08:00,18.8,18.8,0,0
2023-07-03 00:00:00+08:00,18.66,18.66,0,0
2023-07-02 00:00:00+08:00,,,0,0
2023-07-01 00:00:00+08:00,,,0,0
