Date,Close,Adj Close,Dividends,Stock Splits
2021-11-30 00:00:00+08:00,18.64,18.64,0,0
2021-11-29 00:00:00+08:00,18.59,18.59,0,0
2021-11-28 00:00:00+08:00,,,0,0
2021-11-27 00:00:00+08:00,,,0,0
2021-11-26 00:00:00+08:00,18.63,18.63,0,0
2021-11-25 00:00:00+08:00,18.92,18.92,0,0
2021-11-24 00:00:00+08:00,18.91,18.91,0,0
2021-11-23 00:00:00+08:00,19.03,19.03,0,0
2021-11-22 00:00:00+08:00,19.17,19.17,0,0
2021-11-21 00:00:00+08:00,,,0,0
2021-11-20 00:00:00+08:00,,,0,0
2021-11-19 00:00:00+08:00,19.24,19.24,0,0
2021-11-18 00:00:00+08:00,19.22,19.22,0,0
2021-11-17 00:00:00+08:00,19.09,19.09,0,0
2021-11-16 00:00:00+08:00,19.04,19.04,0,0
2021-11-15 00:00:00+08:00,18.98,18.98,0,0
2021-11-14 00:00:00+08:00,,,0,0
2021-11-13 00:00:00+08:00,,,0,0
2021-11-12 00:00:00+08:00,18.84,18.84,0,0
2021-11-11 00:00:00+08:00,18.79,18.79,0,0
2021-11-10 00:00:00+08:00,18.95,18.95,0,0
2021-11-09 00:00:00+08:00,18.96,18.96,0,0
2021-11-08 00:00:00+08:00,18.81,18.81,0,0
2021-11-07 00:00:00+08:00,,,0,0
2021-11-06 00:00:00+08:00,,,0,0
2021-11-05 00:00:00+08:00,18.66,18.66,0,0
2021-11-04 00:00:00+08:00,18.35,18.35,0,0
2021-11-03 00:00:00+08:00,18.43,18.43,0,0
2021-11-02 00:00:00+08:00,18.39,18.39,0,0
2021-11-01 00:00:00+08:00,18.36,18.36,0,0
