類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AA1,76941376,匯豐成功基金,1193268,0.21%,1553295,0.28%,3951529,0.70%,2000000,0.35%,0,0.00%,370,0.00%,8698462,1.54%
AA1,1031298,匯豐龍鳳基金,25130873,0.62%,31654161,0.78%,48398571,1.20%,4839863,0.12%,0,0.00%,261492,0.01%,110284960,2.73%
AA1,92017794,匯豐龍騰電子基金,16493815,0.72%,20442441,0.89%,27540888,1.20%,3442608,0.15%,0,0.00%,341925,0.01%,68261677,2.97%
AC11,92025871,匯豐富泰債券基金,0,0.00%,0,0.00%,10728831,0.12%,5119723,0.06%,0,0.00%,42762,0.00%,15891316,0.18%
AC11,97993027,匯豐富泰二號債券基金,0,0.00%,0,0.00%,6293052,0.07%,5423479,0.06%,0,0.00%,57121,0.00%,11773652,0.13%
AA1,97995664,匯豐中小基金,4310965,0.52%,5301672,0.64%,12467228,1.50%,1163594,0.14%,0,0.00%,500,0.00%,23243959,2.80%
AA1,73987671,匯豐台灣精典基金,980802,0.11%,1308006,0.15%,13013182,1.50%,1127803,0.13%,0,0.00%,450,0.00%,16430243,1.89%
AA2,18031954,匯豐太平洋精典基金,12175356,0.72%,7700510,0.45%,30564325,1.80%,2716822,0.16%,0,0.00%,247394,0.01%,53404407,3.15%
AE21,15587747,匯豐歐洲精典組合基金,190426,0.04%,0,0.00%,3050772,0.70%,566563,0.13%,0,0.00%,310,0.00%,3808071,0.87%
AE23,99364571,匯豐環宇精選平衡組合基金,224386,0.04%,477,0.00%,4149806,0.70%,770665,0.13%,0,0.00%,2479,0.00%,5147813,0.87%
AB1,99989750,匯豐三高平衡基金,1403862,0.27%,2089288,0.41%,6179486,1.20%,617947,0.12%,0,0.00%,450939,0.09%,10741522,2.09%
AA2,48686374,匯豐金磚動力基金,23655992,0.28%,12076596,0.14%,169481402,2.00%,27117018,0.32%,0,0.00%,2501364,0.03%,234832372,2.77%
AE21,48746014,匯豐新日本動力組合基金,157126,0.03%,0,0.00%,5221402,1.00%,678782,0.13%,0,0.00%,0,0.00%,6057310,1.16%
AE22,48745129,匯豐五福全球債券組合基金,736337,0.02%,1023,0.00%,34369072,0.94%,4747627,0.13%,0,0.00%,34013,0.00%,39888072,1.09%
AA2,48784327,匯豐新鑽動力基金,17468994,0.40%,5690316,0.13%,86959792,2.00%,13913572,0.32%,0,0.00%,3750192,0.09%,127782866,2.94%
AE21,48865209,匯豐全球趨勢組合基金,13236545,0.40%,25048,0.00%,39444474,1.20%,4273142,0.13%,0,0.00%,0,0.00%,56979209,1.73%
AA2,48925001,匯豐全球關鍵資源基金,7309218,0.16%,2316595,0.05%,83930417,1.80%,12589557,0.27%,0,0.00%,237640,0.01%,106383427,2.28%
AA2,48998019,匯豐全球新富基金,3619310,0.35%,1053984,0.10%,18562080,1.80%,2784301,0.27%,0,0.00%,596700,0.06%,26616375,2.58%
AB2,10341999,匯豐聚富積極平衡基金,903554,0.24%,329601,0.09%,5940273,1.60%,891032,0.24%,0,0.00%,154963,0.04%,8219423,2.21%
AB2,10342012,匯豐聚富穩健平衡基金,1948643,0.16%,657275,0.05%,16858075,1.40%,2889952,0.24%,0,0.00%,199389,0.02%,22553334,1.87%
AA2,25500903,匯豐中國動力基金,10546932,0.27%,4829170,0.12%,55257951,1.40%,7674725,0.19%,0,0.00%,192087,0.00%,78500865,1.99%
AE22,25617919,匯豐雙高收益債券組合基金,0,0.00%,0,0.00%,23083026,0.26%,3265388,0.04%,0,0.00%,56170,0.00%,26404584,0.29%
AA1,77537509,元大多元基金,3658256,0.54%,6191309,0.92%,8117099,1.20%,1014640,0.15%,0,0.00%,180571,0.03%,19161875,2.83%
AA1,1032058,元大多福基金,34133575,0.46%,52852437,0.71%,111110168,1.50%,11111016,0.15%,0,0.00%,198488,0.00%,209405684,2.83%
AA1,92001765,元大多多基金,13072441,0.60%,19917447,0.91%,38369716,1.75%,3288833,0.15%,0,0.00%,185110,0.01%,74833547,3.41%
AA1,92026219,元大卓越基金,14235920,0.31%,20490364,0.44%,73900697,1.60%,5542557,0.12%,0,0.00%,8997,0.00%,114178535,2.47%
AA1,20080023,元大店頭基金,11540551,0.32%,17765868,0.50%,57186399,1.60%,5361202,0.15%,0,0.00%,6116,0.00%,91860136,2.57%
AC11,20081331,元大萬泰基金,0,0.00%,0,0.00%,52330040,0.09%,18383018,0.03%,0,0.00%,442943,0.00%,71156001,0.13%
AA1,81584335,元大高科技基金,32543196,0.64%,51543628,1.02%,80733060,1.60%,7568740,0.15%,0,0.00%,7822,0.00%,172396446,3.42%
AA1,83863951,元大經貿基金,19881181,0.59%,31720434,0.95%,53690886,1.60%,5033531,0.15%,0,0.00%,6672,0.00%,110332704,3.29%
AA1,17139204,元大新主流基金,38796624,0.52%,60392746,0.81%,119092631,1.60%,11164931,0.15%,0,0.00%,790,0.00%,229447722,3.08%
AA2,17612481,元大全球通訊基金,3885187,0.90%,628555,0.15%,7550866,1.75%,1121835,0.26%,0,0.00%,50445,0.01%,13236888,3.07%
AA1,18036281,元大巴菲特基金,9898621,0.54%,14915664,0.82%,29158889,1.60%,2733653,0.15%,0,0.00%,570,0.00%,56707397,3.11%
AB1,98636553,元大雙盈基金,2061109,0.40%,3286293,0.65%,5090439,1.00%,509051,0.10%,0,0.00%,10771,0.00%,10957663,2.15%
AA2,14696466,元大全球成長基金,4393397,1.42%,313366,0.10%,5405967,1.75%,803180,0.26%,0,0.00%,9144,0.00%,10925054,3.54%
AE23,21752548,元大全球組合基金,0,0.00%,0,0.00%,5831753,0.94%,926049,0.15%,0,0.00%,66,0.00%,6757868,1.09%
AA2,48708243,元大亞太成長基金,84225619,2.35%,8722709,0.24%,64571446,1.80%,9326981,0.26%,0,0.00%,687830,0.02%,167534585,4.67%
AA2,48753324,元大泛歐成長基金,13473727,1.14%,0,0.00%,21195517,1.80%,3061577,0.26%,0,0.00%,363321,0.03%,38094142,3.23%
AC22,48849362,元大全球滿意入息基金,1605072,0.12%,0,0.00%,19979197,1.50%,2664278,0.20%,0,0.00%,7088,0.00%,24255635,1.82%
AG,48885346,元大全球地產建設入息基金,29239191,0.89%,2108085,0.06%,57358359,1.75%,8194044,0.25%,0,0.00%,538567,0.02%,97438246,2.97%
AA2,48952816,元大全球公用能源效率基金,26058488,0.65%,3202927,0.08%,72017045,1.80%,10402473,0.26%,0,0.00%,104910,0.00%,111785843,2.79%
AB1,10300287,元大組合交易平衡基金,833106,0.26%,1231149,0.38%,3861168,1.20%,386114,0.12%,0,0.00%,7629,0.00%,6319166,1.96%
AB1,10300300,元大強勢配置平衡基金,1217368,0.31%,1758273,0.45%,4674545,1.20%,467459,0.12%,0,0.00%,4095,0.00%,8121740,2.08%
AA2,10348043,元大全球新能源基金,2881371,0.88%,11885,0.00%,6046116,1.85%,882966,0.27%,0,0.00%,117298,0.04%,9939636,3.04%
AA2,10348058,元大全球農業商機基金,3504363,0.97%,86460,0.02%,6706632,1.85%,979036,0.27%,0,0.00%,134739,0.04%,11411230,3.15%
AA2,25520400,元大新中國基金,73791706,1.57%,6219112,0.13%,63456822,1.35%,9165980,0.20%,0,0.00%,189929,0.00%,152823549,3.25%
AA2,25622390,元大印度基金,8181013,0.20%,0,0.00%,13264999,0.33%,2063445,0.05%,0,0.00%,226337,0.01%,23735794,0.58%
AA1,92019786,景順潛力基金,17426367,0.55%,25646591,0.81%,50395783,1.60%,4409638,0.14%,0,0.00%,240,0.00%,97878619,3.10%
AC11,92025942,景順債券基金,0,0.00%,0,0.00%,6653443,0.12%,2380896,0.04%,0,0.00%,102910,0.00%,9137249,0.16%
AA2,97993482,景順全球科技基金,4333045,0.25%,1883980,0.11%,30646511,1.78%,4385687,0.26%,0,0.00%,255005,0.01%,41504228,2.41%
AA1,73989256,景順台灣科技基金,7367954,0.73%,10933194,1.08%,16108164,1.60%,1409470,0.14%,0,0.00%,230,0.00%,35819012,3.55%
AA1,17140568,景順主流基金,4250630,0.57%,5808924,0.78%,11843070,1.60%,1036273,0.14%,0,0.00%,200,0.00%,22939097,3.09%
AB1,17606713,景順平衡基金,1139567,0.27%,1664483,0.40%,4992658,1.20%,499268,0.12%,0,0.00%,11148,0.00%,8307124,2.00%
AA2,14687516,景順全球康健基金,313264,0.08%,33712,0.01%,6959571,1.80%,657298,0.17%,0,0.00%,5814,0.00%,7969659,2.06%
AA1,15588302,景順台灣精選成長基金,1989234,0.42%,2913649,0.62%,7500620,1.60%,703180,0.15%,0,0.00%,270,0.00%,13106953,2.79%
AA1,92003102,保誠高科技基金,13447351,0.62%,20086797,0.93%,32520707,1.50%,3051654,0.14%,0,0.00%,100350,0.00%,69206859,3.19%
AA1,92012572,保誠外銷基金,27010584,0.49%,39908731,0.73%,88067500,1.60%,8256325,0.15%,0,0.00%,392,0.00%,163243532,2.97%
AA1,97978102,保誠掌櫃基金,3283430,0.58%,4842814,0.85%,9071936,1.60%,737089,0.13%,0,0.00%,310,0.00%,17935579,3.16%
AA1,97990696,保誠菁華基金,12724419,0.74%,19275177,1.13%,27385857,1.60%,2567419,0.15%,0,0.00%,320,0.00%,61953192,3.62%
AA1,81595924,保誠中小型股基金,14543920,0.86%,21998584,1.30%,27075769,1.60%,2538358,0.15%,0,0.00%,360,0.00%,66156991,3.91%
AC11,83867345,保誠威寶基金,0,0.00%,0,0.00%,64437639,0.09%,32218848,0.05%,0,0.00%,308706,0.00%,96965193,0.14%
AA1,17603899,保誠電通網基金,7241729,0.65%,10944330,0.98%,17870187,1.60%,1675331,0.15%,0,0.00%,240,0.00%,37731817,3.38%
AA2,17611814,保誠歐洲基金,1651064,0.10%,808071,0.05%,29272318,1.75%,5018098,0.30%,0,0.00%,14618,0.00%,36764169,2.20%
AB1,18036769,保誠理財通基金,13643073,0.27%,20616041,0.41%,60095703,1.20%,6009561,0.12%,0,0.00%,109666,0.00%,100474044,2.01%
AA2,14692623,保誠美國高科技基金,1548830,0.39%,151376,0.04%,6903306,1.75%,1104515,0.28%,0,0.00%,1593,0.00%,9709620,2.46%
AB1,99033502,保誠理財通二號基金,1152165,0.34%,1731741,0.52%,4030765,1.20%,403080,0.12%,0,0.00%,14145,0.00%,7331896,2.18%
AB1,99360224,保誠理財通三號基金,1044228,0.33%,1569420,0.50%,3761466,1.20%,376149,0.12%,0,0.00%,16805,0.01%,6768068,2.16%
AE23,99967806,保誠質量精選組合基金,1890193,0.05%,10567,0.00%,32565130,0.87%,4854215,0.13%,0,0.00%,0,0.00%,39320105,1.05%
AA2,21704130,保誠印度基金,15745063,0.14%,6583656,0.06%,171592315,1.50%,29742680,0.26%,0,0.00%,722360,0.01%,224386074,1.96%
AA2,48733897,保誠亞太高股息基金,4971046,0.27%,1956945,0.11%,32588934,1.75%,5586666,0.30%,0,0.00%,4065135,0.22%,49168726,2.64%
AE22,48801000,保誠精選傘型基金之債券精選組合,451748,0.02%,6871,0.00%,20752926,0.92%,2917000,0.13%,0,0.00%,60,0.00%,24128605,1.08%
AE21,48801016,保誠精選傘型基金之趨勢精選組合,166995,0.03%,1732,0.00%,4852346,0.99%,638928,0.13%,0,0.00%,60,0.00%,5660061,1.15%
AG,48836541,保誠亞太不動產化基金,5130807,0.15%,932702,0.03%,60892182,1.75%,9046853,0.26%,0,0.00%,5032344,0.14%,81034888,2.33%
AA2,48885958,保誠亞太基礎建設基金,10131417,0.17%,4334124,0.07%,105187000,1.75%,15627772,0.26%,0,0.00%,926878,0.02%,136207191,2.27%
AA2,10310200,保誠全球綠色金脈基金,543986,0.04%,1984,0.00%,27223884,2.00%,3266858,0.24%,0,0.00%,63302,0.00%,31100014,2.28%
AA2,10357632,保誠非洲基金,4807700,0.53%,3228937,0.35%,18270282,2.00%,2923413,0.32%,0,0.00%,30,0.00%,29230362,3.20%
AA1,1032183,保德信高成長基金,23152276,0.37%,25555942,0.41%,74484228,1.20%,9310532,0.15%,0,0.00%,238408,0.00%,132741386,2.14%
AA1,92013967,保德信金滿意基金,9561166,0.22%,9320062,0.22%,69161346,1.60%,6483881,0.15%,0,0.00%,139380,0.00%,94665835,2.19%
AA2,92029139,保德信亞太基金,6763476,0.50%,969055,0.07%,23710546,1.75%,3522708,0.26%,0,0.00%,1751515,0.13%,36717300,2.71%
AC11,97978047,保德信債券基金,0,0.00%,0,0.00%,100315368,0.22%,29088370,0.06%,0,0.00%,1129808,0.00%,130533546,0.29%
AA1,97988636,保德信店頭市場基金,14683827,0.45%,15793633,0.49%,52098426,1.60%,4884232,0.15%,0,0.00%,10455,0.00%,87470573,2.69%
AC12,20089122,保德信瑞騰基金,0,0.00%,0,0.00%,11894155,0.30%,3568256,0.09%,0,0.00%,237041,0.01%,15699452,0.40%
AA1,20097447,保德信第一基金,13533910,0.97%,14790352,1.06%,22372000,1.60%,2097378,0.15%,0,0.00%,5499,0.00%,52799139,3.78%
AA1,73990649,保德信科技島基金,15355168,0.68%,16692310,0.74%,36010618,1.60%,3375996,0.15%,0,0.00%,7890,0.00%,71441982,3.17%
AA2,73998065,保德信大中華基金,16094047,0.42%,5077173,0.13%,67737850,1.75%,10063903,0.26%,0,0.00%,2563834,0.07%,101536807,2.62%
AA1,83866508,保德信中小型股基金,9527224,0.32%,10416147,0.35%,47489925,1.60%,4452184,0.15%,0,0.00%,11207,0.00%,71896687,2.42%
AA1,17602625,保德信新世紀基金,5448690,0.47%,5703451,0.49%,18468325,1.60%,1731410,0.15%,0,0.00%,6189,0.00%,31358065,2.72%
AA2,17611791,保德信日韓基金,752978,0.20%,0,0.00%,6652491,1.75%,988364,0.26%,0,0.00%,697903,0.18%,9091736,2.39%
AB1,18044064,保德信金平衡基金,1399458,0.16%,1504987,0.18%,10180122,1.20%,1018021,0.12%,0,0.00%,13842,0.00%,14116430,1.66%
AA1,13528977,保德信台商全方位基金,7883361,0.34%,8547078,0.37%,37450054,1.60%,3510931,0.15%,0,0.00%,8482,0.00%,57399906,2.45%
AA2,14692638,保德信全球醫療生化基金,10838188,0.32%,0,0.00%,61810793,1.80%,9271615,0.27%,0,0.00%,16254438,0.47%,98175034,2.86%
AA2,98755451,保德信全球中小基金,4245835,0.63%,52404,0.01%,12154543,1.80%,1823195,0.27%,0,0.00%,1328342,0.20%,19604319,2.90%
AE21,99611329,保德信全球組合基金,459589,0.10%,16080,0.00%,4500060,1.00%,584997,0.13%,0,0.00%,278728,0.06%,5839454,1.30%
AE23,99975496,保德信全球平衡組合基金,664321,0.18%,10503,0.00%,3644701,1.00%,473813,0.13%,0,0.00%,477256,0.13%,5270594,1.45%
AE22,48688083,保德信全球債券組合基金,0,0.00%,0,0.00%,11316815,1.00%,1472206,0.13%,0,0.00%,16110,0.00%,12805131,1.13%
AA2,48745042,保德信日本基金,1564606,0.30%,0,0.00%,9375231,1.80%,1250033,0.24%,0,0.00%,635909,0.12%,12825779,2.46%
AE23,48803942,保德信新興趨勢組合基金,1366061,0.06%,87408,0.00%,26351876,1.19%,3093938,0.14%,0,0.00%,711077,0.03%,31610360,1.43%
AE23,48844280,保德信歐洲組合基金,144636,0.01%,0,0.00%,9936538,1.00%,1391106,0.14%,0,0.00%,3688,0.00%,11475968,1.15%
AA2,48938250,保德信全球資源基金,18638789,0.60%,0,0.00%,62360260,2.00%,7795014,0.25%,0,0.00%,6380085,0.20%,95174148,3.05%
AA2,48970455,保德信全球基礎建設基金,2668792,0.22%,0,0.00%,22124414,1.80%,3195746,0.26%,0,0.00%,9343530,0.76%,37332482,3.04%
AA2,10307155,保德信全球消費商機基金,2483906,0.25%,0,0.00%,19600715,2.00%,2548093,0.26%,0,0.00%,2669889,0.27%,27302603,2.79%
AA2,25618488,保德信全球優質股息成長基金,9343037,0.23%,0,0.00%,13416087,0.33%,2086942,0.05%,0,0.00%,587258,0.01%,25433324,0.63%
AA1,77537493,統一統信基金,9120339,0.98%,10027477,1.07%,11218498,1.20%,1402312,0.15%,0,0.00%,873225,0.09%,32641851,3.49%
AA1,1031699,統一全天候基金,17988432,1.64%,19676517,1.80%,13140104,1.20%,2190012,0.20%,0,0.00%,184529,0.02%,53179594,4.86%
AA1,92002244,統一黑馬基金,15355969,1.36%,16873008,1.49%,16974064,1.50%,1584244,0.14%,0,0.00%,218331,0.02%,51005616,4.51%
AA1,92012762,統一龍馬基金,8496095,0.99%,9288784,1.08%,13569009,1.58%,1202314,0.14%,0,0.00%,30407,0.00%,32586609,3.79%
AC11,92017176,統一強棒基金,0,0.00%,0,0.00%,79731891,0.27%,19681201,0.07%,0,0.00%,24037342,0.08%,123450434,0.41%
AA1,97977878,統一中小基金,8518718,1.15%,8320140,1.12%,11837722,1.60%,961808,0.13%,0,0.00%,99121,0.01%,29737509,4.02%
AA1,81581724,統一經建基金,6573600,0.95%,7337727,1.05%,11128697,1.60%,1043316,0.15%,0,0.00%,31865,0.00%,26115205,3.75%
AA1,73990253,統一奔騰基金,26756125,1.34%,30078775,1.51%,31937528,1.60%,2994135,0.15%,0,0.00%,220059,0.01%,91986622,4.61%
AA1,17605622,統一大滿貫基金,22922331,0.39%,26388232,0.45%,94513956,1.60%,8860681,0.15%,0,0.00%,218543,0.00%,152903743,2.59%
AA2,18030553,統一亞太基金,3825511,0.83%,1878886,0.41%,8020025,1.75%,1191548,0.26%,0,0.00%,78258,0.02%,14994228,3.27%
AE22,48783925,統一全球債券組合基金,0,0.00%,0,0.00%,4896782,0.76%,841590,0.13%,0,0.00%,1828,0.00%,5740200,0.89%
AA2,48863201,統一強漢基金,9486950,0.34%,9755936,0.35%,48751770,1.75%,5571636,0.20%,0,0.00%,464767,0.02%,74031059,2.66%
AA1,48934304,統一台灣動力基金,19049394,0.97%,21471649,1.09%,31495606,1.60%,2952718,0.15%,0,0.00%,74566,0.00%,75043933,3.81%
AA1,974018,富邦富邦基金,12650644,0.36%,14742417,0.42%,42050341,1.20%,5256286,0.15%,0,0.00%,1878452,0.05%,76578140,2.19%
AA1,92002384,富邦精準基金,18361071,0.63%,21716825,0.74%,43868455,1.50%,4386859,0.15%,0,0.00%,193752,0.01%,88526962,3.03%
AA1,92010477,富邦長紅基金,9700297,0.66%,11552998,0.79%,23384107,1.60%,2192250,0.15%,0,0.00%,620,0.00%,46830272,3.20%
AA1,92010770,富邦台灣鳳凰基金,1045393,0.40%,1226622,0.47%,3935376,1.50%,1000000,0.38%,0,0.00%,62560,0.02%,7269951,2.77%
AA1,97974078,富邦冠軍基金,1962229,0.40%,2329802,0.48%,7776484,1.60%,729029,0.15%,0,0.00%,340,0.00%,12797884,2.63%
AC11,97980579,富邦吉祥基金,0,0.00%,0,0.00%,100051549,0.17%,41200628,0.07%,0,0.00%,982806,0.00%,142234983,0.24%
AA1,20089755,富邦精銳中小基金,11589939,1.12%,13862110,1.35%,16488457,1.60%,1545788,0.15%,0,0.00%,540,0.00%,43486834,4.22%
AA1,81585475,富邦高成長基金,7477421,0.79%,8689673,0.92%,15190938,1.60%,1424153,0.15%,0,0.00%,7291,0.00%,32789476,3.45%
AA1,83864683,富邦科技基金,1705032,0.32%,2094743,0.40%,8399029,1.60%,787410,0.15%,0,0.00%,420,0.00%,12986634,2.47%
AA1,17148301,富邦台灣心基金,5271320,0.94%,6227133,1.11%,8970712,1.60%,840999,0.15%,0,0.00%,280,0.00%,21310444,3.80%
AA1,17153795,富邦價值基金,3521455,0.66%,4359717,0.82%,8485055,1.60%,795482,0.15%,0,0.00%,560,0.00%,17162269,3.24%
AA1,17608445,富邦網路基金,1744238,0.40%,2056310,0.47%,6960123,1.60%,652511,0.15%,0,0.00%,460,0.00%,11413642,2.62%
AB1,13999857,富邦福寶基金,463237,0.21%,399958,0.18%,2676662,1.20%,178456,0.08%,0,0.00%,20851,0.01%,3739164,1.67%
AG,99991502,富邦全球不動產平衡基金,2733674,0.94%,22669,0.01%,4366501,1.50%,698638,0.24%,0,0.00%,650,0.00%,7822132,2.69%
AH,48790067,富邦台灣科技指數基金,179891,0.03%,235369,0.03%,2733166,0.40%,239151,0.04%,0,0.00%,511273,0.07%,3898850,0.57%
AA2,48908684,富邦大中華成長基金,9488507,0.99%,886188,0.09%,16713395,1.75%,2483129,0.26%,0,0.00%,63103,0.01%,29634322,3.10%
AH,48975156,富邦台灣ETF傘型基金之富邦台灣摩根指數股票型基金,727460,0.02%,243995,0.01%,12398692,0.30%,1446505,0.04%,0,0.00%,3635338,0.09%,18451990,0.45%
AH,48975162,富邦台灣ETF傘型基金之富邦台灣金融指數股票型基金,59269,0.02%,66106,0.02%,1295302,0.40%,113335,0.04%,0,0.00%,390062,0.12%,1924074,0.59%
AH,48977083,富邦台灣ETF傘型基金之富邦台灣發達指數股票型基金,80290,0.03%,85635,0.03%,1148222,0.40%,100456,0.03%,0,0.00%,208799,0.07%,1623402,0.57%
AA1,10388939,富邦台灣企業社會責任基金,1784396,0.57%,2024780,0.65%,3933952,1.26%,368813,0.12%,0,0.00%,950,0.00%,8112891,2.60%
AA1,974039,摩根富林明JF台灣基金,10529080,0.80%,15553987,1.18%,15876065,1.20%,1852271,0.14%,0,0.00%,199895,0.02%,44011298,3.33%
AA1,1032162,摩根富林明JF台灣增長基金,29770965,0.80%,44687992,1.21%,44452834,1.20%,6681012,0.18%,0,0.00%,228677,0.01%,125821480,3.40%
AA2,92005896,摩根富林明JF新興日本基金,2168150,0.16%,0,0.00%,20331449,1.50%,2981965,0.22%,0,0.00%,1850487,0.14%,27332051,2.02%
AA1,92012025,摩根富林明JF新興科技基金,42356326,0.62%,64407725,0.94%,102477079,1.50%,9564534,0.14%,0,0.00%,86667,0.00%,218892331,3.20%
AC11,92016991,摩根富林明JF台灣債券基金,0,0.00%,0,0.00%,43403992,0.20%,13354340,0.06%,0,0.00%,13308448,0.06%,70066780,0.32%
