類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AE24,42312011,兆豐國際目標策略ETF組合基金,5817375,0.26%,9991,0.00%,12229870,0.55%,1635517,0.07%,0,0.00%,2030993,0.09%,21723746,0.98%
AB2,42334401,兆豐國際大中華平衡基金,179736,0.01%,15998,0.00%,959524,0.07%,146749,0.01%,0,0.00%,95370,0.01%,1397377,0.09%
AD1,1032249,第一金全家福貨幣市場基金,0,0.00%,0,0.00%,27412625,0.09%,18593909,0.06%,0,0.00%,21868720,0.07%,67875254,0.21%
AD1,20081472,第一金台灣貨幣市場基金,0,0.00%,0,0.00%,14627570,0.08%,7765361,0.04%,0,0.00%,13107827,0.07%,35500758,0.18%
AA1,20092528,第一金店頭市場基金,3797887,0.77%,5765402,1.18%,7841047,1.60%,734932,0.15%,0,0.00%,191425,0.04%,18330693,3.74%
AA1,73989002,第一金小型精選基金,3946301,0.38%,6295068,0.60%,16674752,1.60%,1563082,0.15%,0,0.00%,206018,0.02%,28685221,2.75%
AA1,19341318,第一金電子基金,3131707,0.25%,5794495,0.46%,20316366,1.60%,1904502,0.15%,0,0.00%,200824,0.02%,31347894,2.47%
AA2,17612378,第一金亞洲科技基金,2732093,0.49%,1768290,0.32%,9678611,1.75%,1437958,0.26%,0,0.00%,208025,0.04%,15824977,2.86%
AA1,15739619,第一金大中華基金,2032736,0.37%,3221429,0.58%,8864236,1.60%,830851,0.15%,0,0.00%,192636,0.03%,15141888,2.73%
AB1,99353151,第一金中概平衡基金,863056,0.32%,1336048,0.49%,3263109,1.20%,326145,0.12%,0,0.00%,362041,0.13%,6150399,2.26%
AG,48892846,第一金全球不動產證券化基金,1653057,0.45%,472626,0.13%,6398727,1.75%,840973,0.23%,0,0.00%,194775,0.05%,9560158,2.61%
AA2,10338642,第一金全球大趨勢基金,6634853,1.03%,1255195,0.19%,11961030,1.85%,1551694,0.24%,0,0.00%,207004,0.03%,21609776,3.34%
AC23,25593418,第一金全球高收益債券基金,1801813,0.01%,15596,0.00%,190520206,1.50%,21592305,0.17%,0,0.00%,313854,0.00%,214243774,1.69%
AA2,25620512,第一金中國世紀基金,13244389,0.34%,7117966,0.18%,70480494,1.80%,9788944,0.25%,0,0.00%,21478665,0.55%,122110458,3.12%
AA2,25652648,第一金亞洲新興市場基金,2618977,0.57%,1613016,0.35%,8539098,1.85%,1200081,0.26%,0,0.00%,536039,0.12%,14507211,3.14%
AA1,26202396,第一金創新趨勢基金,11864421,0.85%,17437657,1.25%,22406980,1.60%,2240541,0.16%,0,0.00%,198096,0.01%,54147695,3.87%
AB2,38539992,第一金全球多重資產入息平衡基金,786102,0.06%,319445,0.02%,21171659,1.55%,3414769,0.25%,0,0.00%,193615,0.01%,25885590,1.90%
AD2,38646796,第一金人民幣貨幣市場基金,0,0.00%,0,0.00%,10129456,0.37%,2785612,0.10%,0,0.00%,185218,0.01%,13100286,0.48%
AC23,42334486,第一金人民幣高收益債券基金,83210,0.00%,3221,0.00%,2653880,0.07%,414666,0.01%,0,0.00%,41750,0.00%,3196727,0.09%
AB1,971080,匯豐安富基金,520237,0.05%,906586,0.09%,12481723,1.20%,2000000,0.19%,0,0.00%,219683,0.02%,16128229,1.55%
AA1,76941376,匯豐成功基金,692393,0.07%,1368897,0.14%,7092252,0.70%,1418446,0.14%,0,0.00%,165397,0.02%,10737385,1.06%
AA1,1031298,匯豐龍鳳基金,3101251,0.11%,5960645,0.22%,32563632,1.20%,3256367,0.12%,0,0.00%,165727,0.01%,45047622,1.66%
AA1,92017794,匯豐龍騰電子基金,2086009,0.13%,3858769,0.24%,19510813,1.20%,2438850,0.15%,0,0.00%,165480,0.01%,28059921,1.73%
AD1,92025871,匯豐富泰貨幣市場基金,0,0.00%,0,0.00%,687065,0.06%,572546,0.05%,0,0.00%,183597,0.02%,1443208,0.13%
AD1,97993027,匯豐富泰二號貨幣市場基金,0,0.00%,0,0.00%,587011,0.05%,587011,0.05%,0,0.00%,178596,0.02%,1352618,0.12%
AA1,97995664,匯豐中小基金,834165,0.14%,1534071,0.26%,8692500,1.50%,811301,0.14%,0,0.00%,165590,0.03%,12037627,2.08%
AA1,73987671,匯豐台灣精典基金,801378,0.11%,1397021,0.19%,11010019,1.50%,954214,0.13%,0,0.00%,165677,0.02%,14328309,1.95%
AA2,18031954,匯豐太平洋精典基金,346644,0.06%,326624,0.06%,9749192,1.80%,866599,0.16%,0,0.00%,205769,0.04%,11494828,2.12%
AA2,48686374,匯豐金磚動力基金,10623179,0.26%,4517533,0.11%,80410570,2.00%,12886491,0.32%,0,0.00%,2542134,0.06%,110979907,2.76%
AE22,48745129,匯豐五福全球債券組合基金,0,0.00%,0,0.00%,3912787,1.00%,508665,0.13%,0,0.00%,170350,0.04%,4591802,1.17%
AA2,48784327,匯豐新鑽動力基金,3082399,0.19%,1951481,0.12%,32824916,2.00%,5251989,0.32%,0,0.00%,810793,0.05%,43921578,2.68%
AE21,48865209,匯豐全球趨勢組合基金,383780,0.04%,0,0.00%,11365603,1.20%,1231270,0.13%,0,0.00%,170060,0.02%,13150713,1.39%
AA2,48925001,匯豐全球關鍵資源基金,1626268,0.09%,574054,0.03%,33858451,1.80%,5078768,0.27%,0,0.00%,306776,0.02%,41444317,2.20%
AA2,25500903,匯豐中國動力基金,6130869,0.33%,4147609,0.23%,33003544,1.80%,4583830,0.25%,0,0.00%,441370,0.02%,48307222,2.63%
AE22,25617919,匯豐雙高收益債券組合基金,0,0.00%,0,0.00%,5534049,1.00%,774782,0.14%,0,0.00%,170060,0.03%,6478891,1.17%
AA2,25651866,匯豐黃金及礦業股票型基金,972605,0.19%,291056,0.06%,9434732,1.80%,1415211,0.27%,0,0.00%,315845,0.06%,12429449,2.37%
AC21,25695077,匯豐資源豐富國家債券基金,0,0.00%,0,0.00%,37790336,1.20%,7872973,0.25%,0,0.00%,170060,0.01%,45833369,1.46%
AC23,26286281,匯豐亞洲高收益債券基金,0,0.00%,0,0.00%,17619771,1.50%,2584236,0.22%,0,0.00%,171550,0.01%,20375557,1.73%
AA2,26335699,匯豐拉丁美洲基金,163326,0.10%,2476,0.00%,3318486,2.00%,497793,0.30%,0,0.00%,246686,0.15%,4228767,2.55%
AC23,26396604,匯豐中國點心高收益債券基金,0,0.00%,0,0.00%,30131044,1.10%,6328703,0.23%,0,0.00%,172975,0.01%,36632722,1.33%
AA2,38482745,匯豐中國A股匯聚基金,16868290,0.38%,5430983,0.12%,78372940,1.76%,11592206,0.26%,0,0.00%,622797,0.01%,112887216,2.53%
AB2,38647535,匯豐中國多元資產入息平衡基金,5728655,0.10%,2251361,0.04%,75774465,1.31%,13068218,0.23%,0,0.00%,349408,0.01%,97172107,1.68%
AA2,42325064,匯豐中國科技精選基金,4548792,0.23%,1999178,0.10%,10028458,0.50%,1303697,0.06%,0,0.00%,62863,0.00%,17942988,0.89%
AA1,974066,元大2001基金,5941801,0.44%,10269990,0.76%,21781841,1.62%,3395630,0.25%,0,0.00%,702558,0.05%,42091820,3.13%
AA1,1032058,元大多福基金,7281470,0.20%,13185816,0.36%,54189572,1.50%,5418957,0.15%,0,0.00%,282666,0.01%,80358481,2.22%
AA1,92001765,元大多多基金,3828891,0.32%,6583159,0.55%,20786679,1.75%,1781705,0.15%,0,0.00%,252436,0.02%,33232870,2.80%
AA1,92004566,元大績效基金,2415637,0.30%,4195978,0.53%,11963390,1.50%,1116589,0.14%,0,0.00%,160550,0.02%,19852144,2.49%
AD1,92017204,元大得利貨幣市場基金,0,0.00%,0,0.00%,10698427,0.07%,4585053,0.03%,0,0.00%,444489,0.00%,15727969,0.10%
AA1,92026219,元大卓越基金,8258018,0.22%,14992512,0.40%,60608542,1.60%,4545629,0.12%,0,0.00%,150670,0.00%,88555371,2.34%
AA1,20080023,元大店頭基金,4466151,0.30%,7657103,0.51%,24189238,1.60%,2267734,0.15%,0,0.00%,202868,0.01%,38783094,2.57%
AD1,20081331,元大萬泰貨幣市場基金,0,0.00%,0,0.00%,35498446,0.07%,16481423,0.03%,0,0.00%,1187524,0.00%,53167393,0.10%
AA1,81584335,元大高科技基金,9642244,0.27%,16614979,0.47%,56799975,1.60%,5324990,0.15%,0,0.00%,232750,0.01%,88614938,2.50%
AA1,83863951,元大經貿基金,5023210,0.36%,8835284,0.63%,22309548,1.60%,2091527,0.15%,0,0.00%,202760,0.01%,38462329,2.76%
AA1,17139204,元大新主流基金,11691564,0.34%,20213193,0.59%,54540974,1.60%,5113216,0.15%,0,0.00%,232818,0.01%,91791765,2.69%
AA1,18036281,元大巴菲特基金,2151984,0.30%,3919231,0.55%,11461322,1.60%,1074493,0.15%,0,0.00%,162698,0.02%,18769728,2.62%
AD1,13530495,元大得寶貨幣市場基金,0,0.00%,0,0.00%,15366076,0.07%,6585461,0.03%,0,0.00%,766451,0.00%,22717988,0.10%
AA1,14542287,元大精準中小基金,2989177,0.43%,5126778,0.74%,11035326,1.60%,1034564,0.15%,0,0.00%,160300,0.02%,20346145,2.95%
AH1,98764389,元大台灣卓越50基金,4890678,0.01%,6290955,0.01%,259447307,0.32%,28377041,0.04%,0,0.00%,44449495,0.05%,343455476,0.42%
AI1,99346928,元大台灣加權股價指數基金,4675553,0.19%,7233320,0.29%,19152403,0.76%,2708571,0.11%,0,0.00%,909915,0.04%,34679762,1.38%
AE23,99967974,元大全球ETF穩健組合基金,1373150,0.15%,1797,0.00%,8790937,0.98%,1259171,0.14%,0,0.00%,160340,0.02%,11585395,1.29%
AG,21718388,元大全球不動產證券化基金,10108346,0.22%,168010,0.00%,84202215,1.80%,11694773,0.25%,0,0.00%,442271,0.01%,106615615,2.28%
AA2,48708243,元大亞太成長基金,17902999,1.20%,3020158,0.20%,26943324,1.80%,3891815,0.26%,0,0.00%,473966,0.03%,52232262,3.49%
AA2,48753324,元大泛歐成長基金,1051367,0.13%,45812,0.01%,14141323,1.80%,2042630,0.26%,0,0.00%,245534,0.03%,17526666,2.23%
AE21,48760113,元大全球新興市場精選組合基金,574989,0.05%,16910,0.00%,13449800,1.15%,1523002,0.13%,0,0.00%,187020,0.02%,15751721,1.34%
AH1,48772770,元大台灣中型100基金,118475,0.02%,197369,0.04%,2006609,0.40%,175568,0.04%,0,0.00%,808203,0.16%,3306224,0.66%
AE21,48789815,元大全球ETF成長組合基金,2335381,0.24%,12754,0.00%,11417088,1.20%,1335925,0.14%,0,0.00%,162280,0.02%,15263428,1.60%
AC22,48849362,元大全球滿意入息基金,201345,0.06%,14575,0.00%,4690186,1.50%,625355,0.20%,0,0.00%,163141,0.05%,5694602,1.82%
AG,48885346,元大全球地產建設入息基金,2072043,0.15%,45475,0.00%,23766933,1.75%,3395287,0.25%,0,0.00%,231876,0.02%,29511614,2.17%
AH1,48903175,元大台灣金融基金,83587,0.01%,143907,0.01%,5942333,0.40%,519965,0.04%,0,0.00%,1592948,0.11%,8282740,0.56%
AH1,48903180,元大台商收成基金,107356,0.02%,165561,0.03%,2023725,0.40%,177077,0.04%,0,0.00%,2021746,0.40%,4495465,0.89%
AH1,48903196,元大台灣電子科技基金,200992,0.04%,251535,0.05%,2032503,0.40%,177830,0.04%,0,0.00%,646337,0.13%,3309197,0.65%
AA2,48952816,元大全球公用能源效率基金,2609575,0.29%,742237,0.08%,16187338,1.80%,2338184,0.26%,0,0.00%,216467,0.02%,22093801,2.46%
AH1,48966213,元大台灣高股息基金,6927460,0.12%,11349719,0.20%,22728033,0.40%,1988704,0.04%,0,0.00%,3537845,0.06%,46531761,0.82%
AH1,10342511,元大新台灣基金,22958,0.01%,36664,0.02%,845706,0.40%,74008,0.04%,0,0.00%,1703461,0.81%,2682797,1.27%
AA2,10348058,元大全球農業商機基金,1394667,0.26%,182711,0.03%,9867844,1.85%,1440180,0.27%,0,0.00%,212133,0.04%,13097535,2.46%
AA2,25520400,元大新中國基金,1643110,0.11%,822376,0.06%,26139960,1.80%,3775780,0.26%,0,0.00%,335705,0.02%,32716931,2.25%
AI2,25591306,元大大中華價值指數基金,788206,0.09%,454339,0.05%,8315590,1.00%,1330477,0.16%,0,0.00%,959976,0.12%,11848588,1.42%
AH2,25610486,元大標智滬深300基金,39404423,0.22%,315745,0.00%,53543738,0.30%,17847918,0.10%,0,0.00%,560030,0.00%,111671854,0.63%
AA2,25622390,元大印度基金,903273,0.19%,59676,0.01%,8420993,1.80%,1309954,0.28%,0,0.00%,686428,0.15%,11380324,2.43%
AE22,25638920,元大全球靈活配置債券組合基金,264761,0.11%,199,0.00%,3015711,1.20%,373754,0.15%,0,0.00%,162219,0.06%,3816644,1.51%
AA2,25643156,元大新興亞洲基金,5534010,0.87%,2792914,0.44%,12466875,1.97%,1772777,0.28%,0,0.00%,3286295,0.52%,25852871,4.08%
AI2,26203825,元大印度指數基金,101576,0.05%,2908,0.00%,2379218,1.25%,304531,0.16%,0,0.00%,1101147,0.58%,3889380,2.04%
AI2,26203846,元大印尼指數基金,143622,0.05%,50404,0.02%,3543544,1.25%,453572,0.16%,0,0.00%,498094,0.18%,4689236,1.65%
AI2,26203851,元大巴西指數基金,193729,0.03%,57368,0.01%,7148934,1.25%,1143824,0.20%,0,0.00%,518579,0.09%,9062434,1.58%
AA2,26206323,元大華夏中小基金,4965210,0.36%,1492191,0.11%,24751403,1.80%,3575197,0.26%,0,0.00%,366394,0.03%,35150395,2.56%
AH1,26282102,元大富櫃50基金,257580,0.07%,414175,0.12%,1414328,0.40%,123742,0.04%,0,0.00%,397224,0.11%,2607049,0.74%
AC21,26297576,元大全球國富債券基金,0,0.00%,0,0.00%,3543713,1.20%,738270,0.25%,0,0.00%,160000,0.05%,4441983,1.50%
AH1,26306553,元大摩臺基金,1703319,0.02%,812796,0.01%,24029096,0.30%,2803394,0.04%,0,0.00%,4220668,0.05%,33569273,0.42%
AA2,26326707,元大新興市場ESG策略基金,1296816,0.31%,358344,0.09%,13224062,3.15%,2018505,0.48%,0,0.00%,1036952,0.25%,17934679,4.28%
AC23,26394367,元大中國高收益點心債券基金,0,0.00%,0,0.00%,4129102,0.70%,1474686,0.25%,0,0.00%,162171,0.03%,5765959,0.98%
AB2,31830473,元大中國平衡基金,1485738,0.20%,889137,0.12%,12919319,1.77%,2019861,0.28%,0,0.00%,418770,0.06%,17732825,2.43%
AH2,31830488,元大上證50基金,9542915,0.12%,993742,0.01%,76928711,0.99%,7770573,0.10%,0,0.00%,4456592,0.06%,99692533,1.29%
AI2,31931789,元大亞太政府公債指數基金,87265,0.01%,1333,0.00%,13638834,0.85%,3690520,0.23%,0,0.00%,7301526,0.46%,24719478,1.54%
AC21,38546950,元大中國機會債券基金,1234,0.00%,0,0.00%,25640638,1.00%,6153731,0.24%,0,0.00%,384337,0.01%,32179940,1.26%
AD2,38546966,元大人民幣貨幣市場基金,0,0.00%,0,0.00%,15303017,0.30%,5101008,0.10%,0,0.00%,361946,0.01%,20765971,0.41%
AH1,38619904,元大台灣50單日正向2倍基金,1738436,0.15%,1220158,0.10%,10523949,0.89%,470509,0.04%,0,0.00%,1007073,0.09%,14960125,1.27%
AH1,38619910,元大台灣50單日反向1倍基金,6162226,0.08%,4643969,0.06%,80868265,0.99%,3234730,0.04%,0,0.00%,4655152,0.06%,99564342,1.22%
AA2,38639090,元大大中華TMT基金,9330159,0.37%,1673653,0.07%,42235865,1.67%,6170934,0.24%,0,0.00%,672984,0.03%,60083595,2.38%
AH2,42300232,元大滬深300單日反向1倍基金,3993731,0.35%,2750,0.00%,7463731,0.65%,1583216,0.14%,0,0.00%,1204234,0.10%,14247662,1.24%
AH2,42300253,元大滬深300單日正向2倍基金,73082789,0.64%,74077,0.00%,71561578,0.63%,17083120,0.15%,0,0.00%,4071256,0.04%,165872820,1.46%
AA2,42307684,元大全球股票入息基金,7209625,0.24%,465763,0.02%,27136128,0.91%,3919667,0.13%,0,0.00%,106387,0.00%,38837570,1.30%
AC21,42321314,元大新興印尼機會債券基金,0,0.00%,0,0.00%,7547645,0.30%,1886909,0.07%,0,0.00%,4681734,0.18%,14116288,0.55%
AH2,42333563,元大標普500單日反向1倍基金,34569,0.00%,0,0.00%,640868,0.08%,116520,0.01%,0,0.00%,267678,0.03%,1059635,0.13%
AH2,42333579,元大標普500單日正向2倍基金,40979,0.01%,0,0.00%,401220,0.08%,81058,0.02%,0,0.00%,259888,0.05%,783145,0.16%
AH2,42333613,元大標普500基金,1135481,0.09%,0,0.00%,520132,0.04%,218457,0.02%,0,0.00%,429059,0.03%,2303129,0.18%
AA1,92019786,景順潛力基金,2305820,0.09%,3900074,0.16%,39167641,1.60%,3427154,0.14%,0,0.00%,192430,0.01%,48993119,2.00%
AD1,92025942,景順貨幣市場基金,0,0.00%,0,0.00%,2012989,0.10%,706204,0.04%,0,0.00%,229816,0.01%,2949009,0.15%
AA2,97993482,景順全球科技基金,529231,0.03%,6536,0.00%,29322294,1.75%,4188890,0.25%,0,0.00%,194350,0.01%,34241301,2.04%
AA1,73989256,景順台灣科技基金,697335,0.09%,1244355,0.15%,12942244,1.60%,1132451,0.14%,0,0.00%,176240,0.02%,16192625,2.00%
AA1,17140568,景順主流基金,665886,0.10%,1132764,0.16%,11115523,1.60%,972593,0.14%,0,0.00%,176430,0.03%,14063196,2.03%
AA2,14687516,景順全球康健基金,286795,0.05%,186055,0.03%,9875489,1.80%,932688,0.17%,0,0.00%,179223,0.03%,11460250,2.09%
AC21,38522556,景順人民幣新興亞太入息基金,0,0.00%,0,0.00%,20901626,1.40%,3881715,0.26%,0,0.00%,246372,0.02%,25029713,1.68%
AA1,92003102,瀚亞高科技基金,4362508,0.33%,6815610,0.52%,19579154,1.50%,1957633,0.15%,0,0.00%,160229,0.01%,32875134,2.52%
AA1,92012572,瀚亞外銷基金,8709888,0.21%,13871485,0.33%,66896857,1.60%,6271594,0.15%,0,0.00%,160769,0.00%,95910593,2.29%
AA1,97990696,瀚亞菁華基金,2133318,0.25%,3286370,0.39%,13446160,1.60%,1260573,0.15%,0,0.00%,160687,0.02%,20287108,2.41%
AA1,81595924,瀚亞中小型股基金,1658307,0.14%,2499323,0.22%,18492692,1.60%,1733696,0.15%,0,0.00%,160460,0.01%,24544478,2.12%
AD1,83867345,瀚亞威寶貨幣市場基金,0,0.00%,0,0.00%,27032131,0.07%,11585206,0.03%,0,0.00%,1139095,0.00%,39756432,0.10%
AA1,17603899,瀚亞電通網基金,1842955,0.34%,3017138,0.56%,8644046,1.60%,810385,0.15%,0,0.00%,160220,0.03%,14474744,2.68%
AA2,17611814,瀚亞歐洲基金,2027822,0.10%,1250624,0.06%,33858608,1.75%,5804335,0.30%,0,0.00%,319885,0.02%,43261274,2.24%
AB1,18036769,瀚亞理財通基金,5122557,0.11%,8041586,0.18%,54503013,1.20%,5450304,0.12%,0,0.00%,272357,0.01%,73389817,1.62%
AA2,14692623,瀚亞美國高科技基金,1531094,0.17%,30351,0.00%,15350582,1.75%,2456088,0.28%,0,0.00%,192000,0.02%,19560115,2.23%
AE23,99967806,瀚亞股債入息組合基金,3225695,0.10%,327074,0.01%,30740738,0.96%,4143637,0.13%,0,0.00%,204339,0.01%,38641483,1.21%
AA2,21704130,瀚亞印度基金,14691691,0.16%,5357753,0.06%,134410426,1.50%,23297803,0.26%,0,0.00%,912529,0.01%,178670202,1.99%
AA2,48733897,瀚亞亞太高股息基金,1479315,0.11%,945871,0.07%,23902066,1.75%,4097487,0.30%,0,0.00%,384052,0.03%,30808791,2.26%
AE22,48801000,瀚亞精選傘型基金之債券精選組合基金,4755940,0.11%,558983,0.01%,43579808,0.99%,5729581,0.13%,0,0.00%,256178,0.01%,54880490,1.25%
AE21,48801016,瀚亞精選傘型基金之趨勢精選組合基金,161106,0.03%,12253,0.00%,4374443,0.95%,599315,0.13%,0,0.00%,165260,0.04%,5312377,1.15%
AG,48836541,瀚亞亞太不動產證券化基金,3026404,0.09%,1154352,0.03%,60137761,1.75%,8934758,0.26%,0,0.00%,388173,0.01%,73641448,2.14%
AA2,48885958,瀚亞亞太基礎建設基金,2685978,0.24%,1745076,0.16%,19701852,1.75%,2927138,0.26%,0,0.00%,4928127,0.44%,31988171,2.84%
AA2,10310200,瀚亞全球綠色金脈基金,79981,0.02%,1807,0.00%,9203772,2.00%,1104440,0.24%,0,0.00%,279103,0.06%,10669103,2.32%
AA2,10357632,瀚亞非洲基金,763518,0.09%,505406,0.06%,17140386,2.00%,2742456,0.32%,0,0.00%,196274,0.02%,21348040,2.49%
AA2,25633559,瀚亞巴西基金,2836987,0.18%,399088,0.03%,31232742,2.00%,4060257,0.26%,0,0.00%,195991,0.01%,38725065,2.48%
AC23,26257384,瀚亞全球高收益債券基金,0,0.00%,0,0.00%,187295133,1.50%,21226773,0.17%,0,0.00%,193140,0.00%,208715046,1.67%
AA2,26384902,瀚亞中國基金,1115438,0.15%,1334998,0.17%,13793146,1.80%,1992347,0.26%,0,0.00%,229813,0.03%,18465742,2.41%
AC23,31902573,瀚亞縱橫全球高收益債券基金,0,0.00%,0,0.00%,11031890,1.50%,1691549,0.23%,0,0.00%,192000,0.03%,12915439,1.76%
AC21,31999540,瀚亞新興南非蘭特債券基金,0,0.00%,0,0.00%,18914250,1.60%,2246067,0.19%,0,0.00%,135268,0.01%,21295585,1.80%
AB2,38621330,瀚亞亞太豐收平衡基金,4463128,0.07%,3307916,0.05%,106995993,1.60%,13374497,0.20%,0,0.00%,547652,0.01%,128689186,1.92%
AE23,42266017,瀚亞新興豐收基金,2213519,0.06%,5303,0.00%,38136703,1.11%,4146031,0.12%,0,0.00%,135713,0.00%,44637269,1.30%
AA1,1032183,保德信高成長基金,7699502,0.17%,12483012,0.28%,53584365,1.20%,6698034,0.15%,0,0.00%,245716,0.01%,80710629,1.81%
AA1,92013967,保德信金滿意基金,5533085,0.10%,9145745,0.16%,88891758,1.60%,8333608,0.15%,0,0.00%,265689,0.00%,112169885,2.02%
AA2,92029139,保德信亞太基金,3447671,0.29%,1643514,0.14%,20742152,1.75%,3081682,0.26%,0,0.00%,2703868,0.23%,31618887,2.67%
AD1,97978047,保德信貨幣市場基金,0,0.00%,0,0.00%,7172170,0.05%,5737736,0.04%,0,0.00%,366653,0.00%,13276559,0.09%
AA1,97988636,保德信店頭市場基金,5609547,0.47%,8878800,0.74%,19115996,1.60%,1792124,0.15%,0,0.00%,194962,0.02%,35591429,2.98%
AC12,20089122,保德信瑞騰基金,0,0.00%,0,0.00%,10736168,0.30%,3220852,0.09%,0,0.00%,281680,0.01%,14238700,0.40%
AA1,20097447,保德信第一基金,3087378,0.45%,4960092,0.72%,11074888,1.60%,1038276,0.15%,0,0.00%,194502,0.03%,20355136,2.94%
AA1,73990649,保德信科技島基金,3691601,0.26%,6010903,0.42%,22797857,1.60%,2137291,0.15%,0,0.00%,195551,0.01%,34833203,2.44%
AA2,73998065,保德信大中華基金,8590340,0.35%,5261566,0.21%,43385848,1.75%,6445897,0.26%,0,0.00%,7908795,0.32%,71592446,2.89%
AA1,83866508,保德信中小型股基金,4408738,0.31%,6940329,0.49%,22540527,1.60%,2113159,0.15%,0,0.00%,223619,0.02%,36226372,2.57%
AA1,17602625,保德信新世紀基金,1128562,0.10%,1963864,0.18%,17274978,1.60%,1619532,0.15%,0,0.00%,194593,0.02%,22181529,2.05%
AB1,18044064,保德信金平衡基金,898844,0.16%,1377775,0.25%,6554058,1.20%,655413,0.12%,0,0.00%,514426,0.09%,10000516,1.83%
AA1,13528977,保德信台商全方位基金,2006744,0.24%,3331417,0.40%,13291696,1.60%,1246097,0.15%,0,0.00%,196625,0.02%,20072579,2.42%
AA2,14692638,保德信全球醫療生化基金,15707382,0.18%,1332681,0.02%,154763298,1.80%,23214482,0.27%,0,0.00%,29852003,0.35%,224869846,2.61%
AA2,98755451,保德信全球中小基金,4959950,0.42%,909002,0.08%,21382822,1.80%,3207432,0.27%,0,0.00%,3323968,0.28%,33783174,2.84%
AE23,48803942,保德信新興趨勢組合基金,1339903,0.10%,13460,0.00%,16406955,1.20%,1914155,0.14%,0,0.00%,11771314,0.86%,31445787,2.30%
AE23,48844280,保德信歐洲組合基金,578420,0.07%,3788,0.00%,7716282,1.00%,1080267,0.14%,0,0.00%,2365044,0.31%,11743801,1.52%
AA2,48938250,保德信全球資源基金,1669158,0.06%,1172304,0.04%,53986430,2.00%,6748314,0.25%,0,0.00%,19566949,0.72%,83143155,3.08%
AA2,48970455,保德信全球基礎建設基金,2211283,0.25%,414199,0.05%,15706559,1.80%,2268723,0.26%,0,0.00%,5172204,0.59%,25772968,2.95%
AA2,10307155,保德信全球消費商機基金,1172042,0.16%,217930,0.03%,15038315,2.00%,1954978,0.26%,0,0.00%,4412627,0.59%,22795892,3.03%
AA2,25674811,保德信拉丁美洲基金,993987,0.10%,78182,0.01%,19900767,2.00%,2985115,0.30%,0,0.00%,3053122,0.31%,27011173,2.71%
