類型代號,基金統編,基金名稱,手續費_累積金額,手續費_比率,交易稅_累積金額,交易稅_比率,經理費_累積金額,經理費_比率,保管費_累積金額,保管費_比率,保證費_累積金額,保證費_比率,其他項費用_累積金額,其他項費用_比率,合計_累積金額,合計_比率
AB1,48836922,建弘策略平衡基金,2575650,0.43%,2838512,0.48%,7119096,1.20%,711742,0.12%,0,0.00%,139827,0.02%,13384827,2.26%
AG,48892846,建弘全球不動產化基金,7392982,0.63%,1895876,0.16%,20563374,1.75%,2702611,0.23%,0,0.00%,12516,0.00%,32567359,2.77%
AA1,48929409,建弘台灣成長基金,23656654,1.11%,27205273,1.28%,34040235,1.60%,3403878,0.16%,0,0.00%,8598,0.00%,88314638,4.15%
AD2,48981299,建弘全球貨幣市場基金,0,0.00%,0,0.00%,7618722,0.60%,1406531,0.11%,0,0.00%,49908,0.00%,9075161,0.71%
AA1,10300195,建弘金鑽基金,5901609,0.63%,5216851,0.56%,10820117,1.16%,1081899,0.12%,0,0.00%,5138,0.00%,23025614,2.46%
AA2,10338642,建弘全球大趨勢基金,471951,0.08%,110692,0.02%,3709824,0.60%,481218,0.08%,0,0.00%,23871,0.00%,4797556,0.77%
AA1,1047806,匯豐台灣基金,16657204,0.18%,21855883,0.24%,74679742,0.81%,11545703,0.13%,0,0.00%,538715,0.01%,125277247,1.36%
AA1,989005,匯豐匯豐基金,1687125,0.40%,2114025,0.50%,6374867,1.50%,849999,0.20%,0,0.00%,205783,0.05%,11231799,2.64%
AA1,1050013,匯豐成長基金,2871030,0.52%,3471964,0.63%,8331202,1.50%,1110827,0.20%,0,0.00%,32721,0.01%,15817744,2.85%
AB1,971080,匯豐安富基金,5466049,0.27%,6724313,0.33%,24112769,1.19%,3509333,0.17%,0,0.00%,1240699,0.06%,41053163,2.03%
AA1,76941376,匯豐成功基金,2594154,0.38%,3067984,0.45%,4820981,0.70%,2000000,0.29%,0,0.00%,63775,0.01%,12546894,1.82%
AA1,1031298,匯豐龍鳳基金,17056266,0.38%,18485339,0.41%,53749244,1.20%,5374924,0.12%,0,0.00%,665365,0.01%,95331138,2.13%
AA1,92017794,匯豐龍騰電子基金,14868607,0.63%,18372935,0.77%,28495650,1.20%,3561962,0.15%,0,0.00%,128286,0.01%,65427440,2.76%
AC11,92025871,匯豐富泰債券基金,0,0.00%,0,0.00%,27819726,0.26%,8731667,0.08%,0,0.00%,8443,0.00%,36559836,0.34%
AC11,97993027,匯豐富泰二號債券基金,0,0.00%,0,0.00%,32684861,0.24%,10838177,0.08%,0,0.00%,33263,0.00%,43556301,0.32%
AA1,97995664,匯豐中小基金,3775344,0.40%,4568612,0.48%,14195130,1.50%,1324889,0.14%,0,0.00%,12642,0.00%,23876617,2.52%
AA1,73987671,匯豐台灣精典基金,1082081,0.13%,1112631,0.13%,12831884,1.50%,1112103,0.13%,0,0.00%,530,0.00%,16139229,1.89%
AA2,18031954,匯豐太平洋精典基金,21966080,0.76%,10134305,0.35%,52356212,1.80%,4653887,0.16%,0,0.00%,115725,0.00%,89226209,3.07%
AE21,15587747,匯豐歐洲精典組合基金,274003,0.03%,149,0.00%,6505272,0.70%,1208120,0.13%,0,0.00%,175,0.00%,7987719,0.86%
AE23,99364571,匯豐環宇精選平衡組合基金,324731,0.03%,447,0.00%,9055701,0.70%,1681778,0.13%,0,0.00%,764,0.00%,11063421,0.86%
AB1,99989750,匯豐三高平衡基金,2770942,0.24%,3508122,0.31%,13688089,1.20%,1368814,0.12%,0,0.00%,1539090,0.13%,22875057,2.01%
AA2,48686374,匯豐金磚動力基金,30346332,0.28%,12299554,0.11%,217868313,2.00%,34858918,0.32%,0,0.00%,2980017,0.03%,298353134,2.74%
AE21,48746014,匯豐新日本動力組合基金,220015,0.02%,0,0.00%,8826950,1.00%,1147616,0.13%,0,0.00%,2550,0.00%,10197131,1.16%
AE22,48745129,匯豐五福全球債券組合基金,96810,0.00%,0,0.00%,83397274,0.99%,10945971,0.13%,0,0.00%,53718,0.00%,94493773,1.12%
AA2,48784327,匯豐新鑽動力基金,22235011,0.29%,9411283,0.12%,155039829,2.00%,24806373,0.32%,0,0.00%,1308928,0.02%,212801424,2.75%
AE21,48865209,匯豐全球趨勢組合基金,45487721,0.78%,18365,0.00%,69707470,1.20%,7551647,0.13%,0,0.00%,4069,0.00%,122769272,2.11%
AA2,48925001,匯豐全球關鍵資源基金,41133568,0.44%,6862775,0.07%,169251358,1.80%,25387710,0.27%,0,0.00%,337445,0.00%,242972856,2.58%
AA2,48998019,匯豐全球新富基金,12585164,0.57%,2794560,0.13%,26681345,1.21%,4002197,0.18%,0,0.00%,291572,0.01%,46354838,2.10%
AB2,10341999,匯豐聚富積極平衡基金,162487,0.03%,10159,0.00%,2375998,0.44%,356403,0.07%,0,0.00%,24942,0.00%,2929989,0.54%
AB2,10342012,匯豐聚富穩健平衡基金,211821,0.02%,7289,0.00%,4191404,0.39%,718533,0.07%,0,0.00%,31222,0.00%,5160269,0.48%
AA1,77537509,元大多元基金,5308703,0.75%,7824423,1.10%,8521945,1.20%,1065233,0.15%,0,0.00%,166989,0.02%,22887293,3.22%
AA1,1032058,元大多福基金,40379704,0.54%,57798127,0.77%,112898225,1.50%,11289821,0.15%,0,0.00%,177105,0.00%,222542982,2.96%
AA1,92001765,元大多多基金,20820449,0.88%,29686453,1.26%,41187577,1.75%,3530359,0.15%,0,0.00%,165771,0.01%,95390609,4.05%
AA1,92026219,元大卓越基金,41950902,0.85%,56816392,1.15%,79207462,1.60%,5940566,0.12%,0,0.00%,6566,0.00%,183921888,3.72%
AA1,20080023,元大店頭基金,20132773,0.52%,29249480,0.75%,62332883,1.60%,5843716,0.15%,0,0.00%,4207,0.00%,117563059,3.02%
AC11,20081331,元大萬泰基金,0,0.00%,0,0.00%,60701726,0.12%,20987121,0.04%,0,0.00%,391720,0.00%,82080567,0.16%
AA1,81584335,元大高科技基金,24433009,0.51%,34467546,0.71%,77387574,1.60%,7255089,0.15%,0,0.00%,6901,0.00%,143550119,2.97%
AA1,83863951,元大經貿基金,27281160,0.74%,37205415,1.01%,59121984,1.60%,5542712,0.15%,0,0.00%,6848,0.00%,129158119,3.50%
AA1,17139204,元大新主流基金,64542336,0.75%,90634927,1.05%,137937811,1.60%,12931667,0.15%,0,0.00%,390,0.00%,306047131,3.55%
AA2,17612481,元大全球通訊基金,4817047,0.92%,0,0.00%,9184464,1.75%,1364562,0.26%,0,0.00%,745,0.00%,15366818,2.93%
AA1,18036281,元大巴菲特基金,12205431,0.67%,17453278,0.96%,28963819,1.60%,2715363,0.15%,0,0.00%,260,0.00%,61338151,3.39%
AB1,98636553,元大雙盈基金,3309461,0.53%,5076351,0.81%,6284767,1.00%,628473,0.10%,0,0.00%,4715,0.00%,15303767,2.44%
AA2,14696466,元大全球成長基金,3061298,0.89%,87591,0.03%,6037904,1.75%,897052,0.26%,0,0.00%,1900,0.00%,10085745,2.92%
AE23,21752548,元大全球組合基金,0,0.00%,0,0.00%,8350678,0.87%,1431911,0.15%,0,0.00%,72,0.00%,9782661,1.02%
AA2,48708243,元大亞太成長基金,79556712,1.69%,5230894,0.11%,84862511,1.80%,12257931,0.26%,0,0.00%,464054,0.01%,182372102,3.87%
AA2,48753324,元大泛歐成長基金,11426457,0.71%,0,0.00%,28845333,1.80%,4166562,0.26%,0,0.00%,98301,0.01%,44536653,2.78%
AC22,48849362,元大全球滿意入息基金,0,0.00%,0,0.00%,35727883,1.36%,5268383,0.20%,0,0.00%,8801,0.00%,41005067,1.56%
AG,48885346,元大全球地產建設入息基金,31370044,0.54%,0,0.00%,102097104,1.75%,14585304,0.25%,0,0.00%,92367,0.00%,148144819,2.54%
AA2,48952816,元大全球公用能源效率基金,17217158,0.24%,0,0.00%,130112795,1.80%,18794072,0.26%,0,0.00%,84657,0.00%,166208682,2.30%
AB1,10300287,元大智慧模組傘型基金之元大組合交易平衡基金,1642377,0.20%,1570554,0.20%,6852442,0.85%,685250,0.09%,0,0.00%,9452,0.00%,10760075,1.34%
AB1,10300293,元大智慧模組傘型基金之元大市場中立平衡基金,1245809,0.17%,1015207,0.14%,6204541,0.85%,620455,0.09%,0,0.00%,12150,0.00%,9098162,1.25%
AB1,10300300,元大智慧模組傘型基金之元大強勢配置平衡基金,3345629,0.34%,2956962,0.30%,8450850,0.85%,845081,0.09%,0,0.00%,4793,0.00%,15603315,1.57%
AA2,10348043,元大全球資源傘型基金之元大全球新能源基金,244738,0.03%,0,0.00%,4092458,0.58%,597270,0.08%,0,0.00%,4999,0.00%,4939465,0.70%
AA2,10348058,元大全球資源傘型基金之元大全球農業商機基金,342478,0.04%,23509,0.00%,4415732,0.58%,644461,0.08%,0,0.00%,519,0.00%,5426699,0.71%
AA2,10348064,元大全球資源傘型基金之元大全球礦金基金,347326,0.05%,0,0.00%,3647693,0.58%,532360,0.08%,0,0.00%,67636,0.01%,4595015,0.73%
AA1,92019786,景順潛力基金,12412717,0.41%,10058069,0.33%,48193504,1.59%,4233304,0.14%,0,0.00%,23148,0.00%,74920742,2.48%
AC11,92025942,景順債券基金,0,0.00%,0,0.00%,15079114,0.20%,5277681,0.07%,0,0.00%,71733,0.00%,20428528,0.27%
AA2,97993482,景順全球科技基金,2145730,0.13%,737838,0.04%,29286890,1.75%,4183846,0.25%,0,0.00%,8132,0.00%,36362436,2.18%
AA1,73989256,景順台灣科技基金,4409878,0.39%,4495971,0.40%,17976808,1.60%,1572972,0.14%,0,0.00%,7443,0.00%,28463072,2.54%
AA1,17140568,景順主流基金,1884248,0.35%,1880417,0.35%,8670705,1.60%,758682,0.14%,0,0.00%,4125,0.00%,13198177,2.44%
AB1,17606713,景順平衡基金,977226,0.21%,949217,0.20%,5628318,1.20%,562829,0.12%,0,0.00%,11289,0.00%,8128879,1.73%
AA2,17612362,景順寰宇先進科技基金,313698,0.10%,84424,0.03%,5842943,1.80%,908899,0.28%,0,0.00%,1053,0.00%,7151017,2.21%
AA2,14687516,景順全球康健基金,419296,0.10%,67436,0.02%,7225529,1.80%,682426,0.17%,0,0.00%,3398,0.00%,8398085,2.09%
AA1,15588302,景順台灣精選成長基金,2350369,0.39%,2687914,0.45%,9591316,1.60%,899190,0.15%,0,0.00%,2431,0.00%,15531220,2.60%
AA1,92003102,保誠高科技基金,9330961,0.42%,11424727,0.51%,33302117,1.50%,3113516,0.14%,0,0.00%,148050,0.01%,57319371,2.58%
AA1,92012572,保誠外銷基金,25313547,0.41%,31025263,0.51%,97810079,1.60%,9169688,0.15%,0,0.00%,1019,0.00%,163319596,2.67%
AA1,97978102,保誠掌櫃基金,6773745,1.12%,8390686,1.39%,9676687,1.60%,786244,0.13%,0,0.00%,530,0.00%,25627892,4.24%
AA1,97990696,保誠菁華基金,15996857,0.68%,21155248,0.90%,37427126,1.60%,3508783,0.15%,0,0.00%,550,0.00%,78088564,3.34%
AA1,81595924,保誠中小型股基金,17416912,0.86%,21620928,1.07%,32285409,1.60%,3026772,0.15%,0,0.00%,520,0.00%,74350541,3.68%
AC11,83867345,保誠威寶基金,0,0.00%,0,0.00%,55783704,0.10%,27891848,0.05%,0,0.00%,13910,0.00%,83689462,0.15%
AA1,17603899,保誠電通網基金,7782049,0.62%,9729601,0.77%,20217355,1.60%,1895382,0.15%,0,0.00%,330,0.00%,39624717,3.14%
AA2,17611814,保誠歐洲基金,4406863,0.18%,2505852,0.10%,42515032,1.75%,7288287,0.30%,0,0.00%,9940,0.00%,56725974,2.33%
AB1,18036769,保誠理財通基金,31484693,0.57%,41175308,0.74%,66566876,1.20%,6656682,0.12%,0,0.00%,52894,0.00%,145936453,2.63%
AA2,14692623,保誠美國高科技基金,1329200,0.32%,70411,0.02%,7171189,1.75%,1147396,0.28%,0,0.00%,2267,0.00%,9720463,2.37%
AB1,99033502,保誠理財通二號基金,2066340,0.27%,2520394,0.33%,9080153,1.20%,908005,0.12%,0,0.00%,16822,0.00%,14591714,1.93%
AB1,99360224,保誠理財通三號基金,1787756,0.37%,2384341,0.49%,5799033,1.20%,579908,0.12%,0,0.00%,14563,0.00%,10565601,2.19%
AE23,99967806,保誠質量精選組合基金,18748342,0.38%,15803,0.00%,44742373,0.92%,6346135,0.13%,0,0.00%,0,0.00%,69852653,1.43%
AA2,21704130,保誠印度基金,37792159,0.32%,13905641,0.12%,176771213,1.50%,30640351,0.26%,0,0.00%,1238540,0.01%,260347904,2.21%
AA2,48733897,保誠亞太高股息基金,11052228,0.47%,4827994,0.21%,46018489,1.97%,7775615,0.33%,0,0.00%,2110316,0.09%,71784642,3.07%
AE22,48801000,保誠精選傘型基金之債券精選組合,412825,0.02%,2646,0.00%,20166336,0.87%,3023401,0.13%,0,0.00%,0,0.00%,23605208,1.01%
AE21,48801016,保誠精選傘型基金之趨勢精選組合,1744442,0.24%,1448,0.00%,6637229,0.90%,962657,0.13%,0,0.00%,230,0.00%,9346006,1.26%
AG,48836541,保誠亞太不動產化基金,5715912,0.13%,458887,0.01%,74958745,1.75%,11136728,0.26%,0,0.00%,5390330,0.13%,97660602,2.28%
AA2,48885958,保誠亞太基礎建設基金,27654750,0.34%,12703370,0.16%,140637585,1.75%,20894746,0.26%,0,0.00%,35147990,0.44%,237038441,2.95%
AA2,10310200,保誠全球綠色金脈基金,529927,0.02%,2707960,0.09%,35621995,1.16%,4274631,0.14%,0,0.00%,110633,0.00%,43245146,1.41%
AA2,10357632,保誠非洲基金,370126,0.04%,486579,0.06%,4078038,0.46%,652481,0.07%,0,0.00%,30,0.00%,5587254,0.64%
AA1,1032183,保德信高成長基金,15017133,0.23%,13893104,0.21%,78593518,1.20%,9824190,0.15%,0,0.00%,222734,0.00%,117550679,1.79%
AA1,92013967,保德信金滿意基金,8155951,0.20%,8219885,0.20%,65406219,1.60%,6131834,0.15%,0,0.00%,2316,0.00%,87916205,2.15%
AA2,92029139,保德信亞太基金,7125266,0.41%,1180812,0.07%,30219515,1.75%,4489749,0.26%,0,0.00%,2319001,0.13%,45334343,2.63%
AC11,97978047,保德信債券基金,0,0.00%,0,0.00%,68498334,0.28%,20509454,0.08%,0,0.00%,2775647,0.01%,91783435,0.37%
AA1,97988636,保德信店頭市場基金,9146983,0.24%,8991041,0.24%,59736544,1.60%,5603348,0.15%,0,0.00%,9977,0.00%,83487893,2.23%
AC12,20089122,保德信瑞騰基金,0,0.00%,0,0.00%,7841286,0.30%,2352390,0.09%,0,0.00%,47861,0.00%,10241537,0.39%
AA1,20097447,保德信第一基金,8535099,0.49%,8792039,0.51%,27628945,1.60%,2592457,0.15%,0,0.00%,4233,0.00%,47552773,2.75%
AA1,73990649,保德信科技島基金,9377012,0.36%,10160265,0.39%,41578100,1.60%,3900035,0.15%,0,0.00%,3573,0.00%,65018985,2.50%
AA2,73998065,保德信大中華基金,16628942,0.43%,4986940,0.13%,67176259,1.75%,9980464,0.26%,0,0.00%,1223853,0.03%,99996458,2.60%
AA1,83866508,保德信中小型股基金,7790649,0.24%,7925953,0.24%,51991479,1.60%,4874190,0.15%,0,0.00%,9073,0.00%,72591344,2.23%
AA1,17602625,保德信新世紀基金,3488584,0.26%,3767754,0.28%,21257358,1.60%,1993151,0.15%,0,0.00%,3878,0.00%,30510725,2.30%
AA2,17611791,保德信日韓基金,1328225,0.27%,0,0.00%,8611878,1.75%,1279487,0.26%,0,0.00%,1524952,0.31%,12744542,2.59%
AB1,18044064,保德信金平衡基金,1525045,0.14%,1617205,0.15%,12744110,1.20%,1274400,0.12%,0,0.00%,10846,0.00%,17171606,1.62%
AA1,13528977,保德信台商全方位基金,7294059,0.24%,8296911,0.27%,49022907,1.60%,4597868,0.15%,0,0.00%,12418,0.00%,69224163,2.26%
AA2,14692638,保德信全球醫療生化基金,10466513,0.33%,12606,0.00%,58336478,1.84%,8729111,0.28%,0,0.00%,10885945,0.34%,88430653,2.79%
AA2,98755451,保德信全球中小基金,4555099,0.50%,41224,0.00%,16538929,1.80%,2480843,0.27%,0,0.00%,2219068,0.24%,25835163,2.81%
AE21,99611329,保德信全球組合基金,659525,0.09%,77040,0.01%,7211502,0.99%,948795,0.13%,0,0.00%,295907,0.04%,9192769,1.26%
AE23,99975496,保德信全球平衡組合基金,643585,0.10%,33095,0.01%,6509406,1.00%,848878,0.13%,0,0.00%,362682,0.06%,8397646,1.29%
AE22,48688083,保德信全球債券組合基金,0,0.00%,0,0.00%,14665659,1.00%,1911290,0.13%,0,0.00%,8697,0.00%,16585646,1.13%
AA2,48745042,保德信日本基金,3762134,0.52%,0,0.00%,12974214,1.80%,1729898,0.24%,0,0.00%,1000152,0.14%,19466398,2.70%
AE23,48803942,保德信新興趨勢組合基金,4231474,0.14%,464537,0.01%,36627414,1.17%,4380311,0.14%,0,0.00%,1104120,0.04%,46807856,1.50%
AE23,48844280,保德信歐洲組合基金,1449571,0.09%,0,0.00%,16073554,1.00%,2250304,0.14%,0,0.00%,519707,0.03%,20293136,1.26%
AA2,48938250,保德信全球資源基金,16965706,0.35%,0,0.00%,96815975,2.00%,12101986,0.25%,0,0.00%,9282519,0.19%,135166186,2.79%
AA2,48970455,保德信全球基礎建設基金,17585747,0.56%,0,0.00%,53617536,1.70%,7744750,0.25%,0,0.00%,12290837,0.39%,91238870,2.90%
AA2,10307155,保德信全球消費商機基金,7599668,0.39%,0,0.00%,21400205,1.10%,2782022,0.14%,0,0.00%,1320035,0.07%,33101930,1.71%
AA1,77537493,統一統信基金,13018226,1.09%,14067048,1.18%,14344546,1.20%,1793069,0.15%,0,0.00%,557237,0.05%,43780126,3.66%
AA1,1031699,統一全天候基金,16172609,1.54%,17741929,1.69%,12623298,1.20%,2103888,0.20%,0,0.00%,539350,0.05%,49181074,4.68%
AA1,92002244,統一黑馬基金,19051399,1.41%,21206821,1.57%,20257637,1.50%,1890708,0.14%,0,0.00%,515394,0.04%,62921959,4.66%
AA1,92012762,統一龍馬基金,7350354,0.73%,8049930,0.80%,15977797,1.58%,1415751,0.14%,0,0.00%,244631,0.02%,33038463,3.27%
AC11,92017176,統一強棒基金,0,0.00%,0,0.00%,98800118,0.28%,23066697,0.07%,0,0.00%,79317986,0.23%,201184801,0.57%
AA1,97977878,統一中小基金,5588155,0.90%,5120911,0.82%,9934096,1.60%,807146,0.13%,0,0.00%,240470,0.04%,21690778,3.49%
AA1,81581724,統一經建基金,5880553,0.67%,6041180,0.69%,14019793,1.60%,1314364,0.15%,0,0.00%,234201,0.03%,27490091,3.14%
AA1,73990253,統一奔騰基金,31304029,1.26%,35063554,1.42%,39634356,1.60%,3715729,0.15%,0,0.00%,719803,0.03%,110437471,4.46%
AA1,17605622,統一大滿貫基金,28651220,0.49%,29653305,0.50%,94165342,1.60%,8828002,0.15%,0,0.00%,1688730,0.03%,162986599,2.77%
AA2,18030553,統一亞太基金,3906178,0.93%,2270946,0.54%,7369107,1.75%,1094840,0.26%,0,0.00%,183106,0.04%,14824177,3.52%
AE22,48783925,統一全球債券組合基金,0,0.00%,0,0.00%,8048770,0.74%,1421507,0.13%,0,0.00%,5741,0.00%,9476018,0.87%
AA2,48863201,統一強漢基金,11608970,0.40%,11036380,0.38%,51427366,1.75%,5877418,0.20%,0,0.00%,1065818,0.04%,81015952,2.76%
AA1,48934304,統一台灣動力基金,24649594,0.87%,29058554,1.02%,45593030,1.60%,4274338,0.15%,0,0.00%,793127,0.03%,104368643,3.66%
AA1,974018,富邦富邦基金,16015024,0.38%,19600636,0.47%,50051579,1.20%,6256447,0.15%,0,0.00%,2120327,0.05%,94044013,2.25%
AA1,92002384,富邦精準基金,18173488,0.55%,21171522,0.64%,49351819,1.50%,4935179,0.15%,0,0.00%,190657,0.01%,93822665,2.85%
AA1,92010477,富邦長紅基金,6636408,0.42%,7337613,0.46%,25318144,1.60%,2373580,0.15%,0,0.00%,360,0.00%,41666105,2.63%
AA1,92010770,富邦台灣鳳凰基金,1363641,0.46%,1623400,0.55%,4433684,1.50%,1000000,0.34%,0,0.00%,62825,0.02%,8483550,2.87%
AA1,97974078,富邦冠軍基金,2242033,0.46%,2562426,0.53%,7794866,1.60%,730757,0.15%,0,0.00%,380,0.00%,13330462,2.74%
AC11,97980579,富邦吉祥基金,0,0.00%,0,0.00%,46030396,0.19%,17245235,0.07%,0,0.00%,11977,0.00%,63287608,0.26%
AA1,20089755,富邦精銳中小基金,6614027,0.66%,7881408,0.78%,16105986,1.60%,1509932,0.15%,0,0.00%,630,0.00%,32111983,3.19%
AA1,81585475,富邦高成長基金,6339588,0.60%,7548143,0.72%,16792963,1.60%,1574342,0.15%,0,0.00%,354,0.00%,32255390,3.07%
AA1,83864683,富邦科技基金,1938137,0.32%,2185786,0.36%,9678508,1.60%,907367,0.15%,0,0.00%,340,0.00%,14710138,2.43%
AA1,17148301,富邦台灣心基金,4170267,0.79%,4987991,0.95%,8395387,1.60%,787075,0.15%,0,0.00%,190,0.00%,18340910,3.50%
AA1,17153795,富邦價值基金,2528234,0.40%,2854754,0.46%,10020857,1.60%,939453,0.15%,0,0.00%,360,0.00%,16343658,2.61%
AA1,17608445,富邦網路基金,2071870,0.44%,2410665,0.51%,7577400,1.60%,710374,0.15%,0,0.00%,420,0.00%,12770729,2.70%
AB1,13999857,富邦福寶基金,1088778,0.45%,1386373,0.57%,2911934,1.20%,194138,0.08%,0,0.00%,974,0.00%,5582197,2.30%
AG,99991502,富邦全球不動產平衡基金,4387961,0.84%,0,0.00%,7871414,1.50%,1259422,0.24%,0,0.00%,2710,0.00%,13521507,2.58%
AH,48790067,富邦台灣科技指數基金,304463,0.03%,314231,0.03%,3827998,0.40%,334954,0.04%,0,0.00%,661065,0.07%,5442711,0.57%
AA2,48908684,富邦大中華成長基金,19451762,1.09%,2932253,0.16%,31092778,1.75%,4619493,0.26%,0,0.00%,64427,0.00%,58160713,3.27%
AH,48975156,富邦台灣ETF傘型基金之富邦台灣摩根指數股票型基金,664434,0.11%,142923,0.02%,2708111,0.43%,192255,0.03%,0,0.00%,1020259,0.16%,4727982,0.76%
AH,48975162,富邦台灣ETF傘型基金之富邦台灣金融指數股票型基金,396055,0.12%,24807,0.01%,1129692,0.35%,98841,0.03%,0,0.00%,551959,0.17%,2201354,0.69%
AH,48977083,富邦台灣ETF傘型基金之富邦台灣發達指數股票型基金,533980,0.21%,177499,0.07%,911574,0.35%,79773,0.03%,0,0.00%,253232,0.10%,1956058,0.76%
AA1,974039,摩根富林明JF台灣基金,9152654,0.71%,10750253,0.83%,15540598,1.20%,1813098,0.14%,0,0.00%,1807523,0.14%,39064126,3.02%
AA1,1032162,摩根富林明JF台灣增長基金,23545089,0.73%,25458605,0.79%,38760779,1.20%,5929861,0.18%,0,0.00%,2159617,0.07%,95853951,2.97%
AA2,92005896,摩根富林明JF新興日本基金,2594836,0.13%,0,0.00%,29468992,1.50%,4322118,0.22%,0,0.00%,3914931,0.20%,40300877,2.05%
AA1,92012025,摩根富林明JF新興科技基金,33957931,0.55%,40181393,0.65%,92025590,1.50%,8589062,0.14%,0,0.00%,2131207,0.03%,176885183,2.88%
AC11,92016991,摩根富林明JF台灣債券基金,0,0.00%,0,0.00%,38509045,0.20%,12827256,0.07%,0,0.00%,40604185,0.21%,91940486,0.48%
