日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/02/03,"18,949.59","39,223.07",2025-02-03,18949.59,39223.07,0,0
114/02/04,"18,742.12","38,793.63",2025-02-04,18742.12,38793.63,0,0
114/02/05,"19,071.35","39,475.10",2025-02-05,19071.35,39475.1,0,0
114/02/06,"19,252.68","39,850.43",2025-02-06,19252.68,39850.43,0,0
114/02/07,"19,424.22","40,205.48",2025-02-07,19424.22,40205.48,0,0
114/02/10,"19,298.46","39,945.18",2025-02-10,19298.46,39945.18,0,0
114/02/11,"19,415.75","40,187.96",2025-02-11,19415.75,40187.96,0,0
114/02/12,"19,298.50","39,945.27",2025-02-12,19298.5,39945.27,0,0
114/02/13,"19,589.90","40,548.41",2025-02-13,19589.9,40548.41,0,0
114/02/14,"19,644.88","40,662.22",2025-02-14,19644.88,40662.22,0,0
114/02/17,"19,821.70","41,028.22",2025-02-17,19821.7,41028.22,0,0
114/02/18,"19,940.14","41,273.37",2025-02-18,19940.14,41273.37,0,0
114/02/19,"20,034.11","41,467.88",2025-02-19,20034.11,41467.88,0,0
114/02/20,"20,058.45","41,518.26",2025-02-20,20058.45,41518.26,0,0
114/02/21,"20,243.81","41,901.92",2025-02-21,20243.81,41901.92,0,0
114/02/24,"20,209.15","41,830.19",2025-02-24,20209.15,41830.19,0,0
114/02/25,"20,024.38","41,447.73",2025-02-25,20024.38,41447.73,0,0
