日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 97/02/01,"7,387.37","8,418.32",2008-02-01,7387.37,8418.32,0,0
 97/02/12,"7,292.82","8,310.58",2008-02-12,7292.82,8310.58,0,0
 97/02/13,"7,214.19","8,220.97",2008-02-13,7214.19,8220.97,0,0
 97/02/14,"7,496.94","8,543.18",2008-02-14,7496.94,8543.18,0,0
 97/02/15,"7,580.32","8,638.20",2008-02-15,7580.32,8638.2,0,0
 97/02/18,"7,632.50","8,697.66",2008-02-18,7632.5,8697.66,0,0
 97/02/19,"7,800.69","8,889.32",2008-02-19,7800.69,8889.32,0,0
 97/02/20,"7,619.82","8,683.20",2008-02-20,7619.82,8683.2,0,0
 97/02/21,"7,836.18","8,929.76",2008-02-21,7836.18,8929.76,0,0
 97/02/22,"7,855.77","8,952.09",2008-02-22,7855.77,8952.09,0,0
 97/02/25,"8,071.83","9,198.30",2008-02-25,8071.83,9198.3,0,0
 97/02/26,"8,052.47","9,176.24",2008-02-26,8052.47,9176.24,0,0
 97/02/27,"8,231.83","9,380.62",2008-02-27,8231.83,9380.62,0,0
 97/02/29,"8,287.52","9,444.08",2008-02-29,8287.52,9444.08,0,0
