日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/03/01,"6,205.52","9,270.41",2016-03-01,6205.52,9270.41,0,0
105/03/02,"6,247.09","9,332.52",2016-03-02,6247.09,9332.52,0,0
105/03/03,"6,271.93","9,369.62",2016-03-03,6271.93,9369.62,0,0
105/03/04,"6,303.54","9,416.85",2016-03-04,6303.54,9416.85,0,0
105/03/07,"6,327.09","9,452.02",2016-03-07,6327.09,9452.02,0,0
105/03/08,"6,314.48","9,433.18",2016-03-08,6314.48,9433.18,0,0
105/03/09,"6,308.79","9,424.68",2016-03-09,6308.79,9424.68,0,0
105/03/10,"6,335.49","9,464.57",2016-03-10,6335.49,9464.57,0,0
105/03/11,"6,374.26","9,522.50",2016-03-11,6374.26,9522.5,0,0
105/03/14,"6,412.85","9,580.13",2016-03-14,6412.85,9580.13,0,0
105/03/15,"6,258.69","9,349.85",2016-03-15,6258.69,9349.85,0,0
105/03/16,"6,339.23","9,470.15",2016-03-16,6339.23,9470.15,0,0
105/03/17,"6,336.20","9,465.64",2016-03-17,6336.2,9465.64,0,0
105/03/18,"6,384.70","9,538.09",2016-03-18,6384.7,9538.09,0,0
105/03/21,"6,416.21","9,585.16",2016-03-21,6416.21,9585.16,0,0
105/03/22,"6,349.21","9,485.06",2016-03-22,6349.21,9485.06,0,0
105/03/23,"6,281.12","9,383.35",2016-03-23,6281.12,9383.35,0,0
105/03/24,"6,235.57","9,315.31",2016-03-24,6235.57,9315.31,0,0
105/03/25,"6,223.32","9,297.00",2016-03-25,6223.32,9297.0,0,0
105/03/28,"6,178.50","9,230.04",2016-03-28,6178.5,9230.04,0,0
105/03/29,"6,113.33","9,132.69",2016-03-29,6113.33,9132.69,0,0
105/03/30,"6,195.66","9,255.68",2016-03-30,6195.66,9255.68,0,0
105/03/31,"6,191.37","9,249.26",2016-03-31,6191.37,9249.26,0,0
