日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/11/01,"7,714.28","12,383.02",2017-11-01,7714.28,12383.02,0,0
106/11/02,"7,704.83","12,367.85",2017-11-02,7704.83,12367.85,0,0
106/11/03,"7,732.22","12,411.82",2017-11-03,7732.22,12411.82,0,0
106/11/06,"7,738.97","12,422.66",2017-11-06,7738.97,12422.66,0,0
106/11/07,"7,750.05","12,440.44",2017-11-07,7750.05,12440.44,0,0
106/11/08,"7,751.13","12,442.18",2017-11-08,7751.13,12442.18,0,0
106/11/09,"7,677.08","12,323.31",2017-11-09,7677.08,12323.31,0,0
106/11/10,"7,697.64","12,356.31",2017-11-10,7697.64,12356.31,0,0
106/11/13,"7,620.23","12,232.06",2017-11-13,7620.23,12232.06,0,0
106/11/14,"7,637.12","12,259.16",2017-11-14,7637.12,12259.16,0,0
106/11/15,"7,634.97","12,255.71",2017-11-15,7634.97,12255.71,0,0
106/11/16,"7,638.16","12,260.84",2017-11-16,7638.16,12260.84,0,0
106/11/17,"7,702.42","12,363.99",2017-11-17,7702.42,12363.99,0,0
106/11/20,"7,725.05","12,400.31",2017-11-20,7725.05,12400.31,0,0
106/11/21,"7,789.94","12,504.47",2017-11-21,7789.94,12504.47,0,0
106/11/22,"7,803.84","12,526.78",2017-11-22,7803.84,12526.78,0,0
106/11/23,"7,827.97","12,565.52",2017-11-23,7827.97,12565.52,0,0
106/11/24,"7,838.61","12,582.60",2017-11-24,7838.61,12582.6,0,0
106/11/27,"7,803.68","12,526.52",2017-11-27,7803.68,12526.52,0,0
106/11/28,"7,783.06","12,493.43",2017-11-28,7783.06,12493.43,0,0
106/11/29,"7,790.14","12,504.79",2017-11-29,7790.14,12504.79,0,0
106/11/30,"7,786.58","12,499.07",2017-11-30,7786.58,12499.07,0,0
