日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/03/02,"7,694.68","11,013.64",2015-03-02,7694.68,11013.64,0,0
104/03/03,"7,692.75","11,010.88",2015-03-03,7692.75,11010.88,0,0
104/03/04,"7,678.54","10,990.54",2015-03-04,7678.54,10990.54,0,0
104/03/05,"7,673.86","10,983.84",2015-03-05,7673.86,10983.84,0,0
104/03/06,"7,711.68","11,037.96",2015-03-06,7711.68,11037.96,0,0
104/03/09,"7,677.16","10,988.55",2015-03-09,7677.16,10988.55,0,0
104/03/10,"7,648.67","10,947.77",2015-03-10,7648.67,10947.77,0,0
104/03/11,"7,599.40","10,877.26",2015-03-11,7599.4,10877.26,0,0
104/03/12,"7,669.22","10,977.19",2015-03-12,7669.22,10977.19,0,0
104/03/13,"7,660.02","10,964.02",2015-03-13,7660.02,10964.02,0,0
104/03/16,"7,634.45","10,927.42",2015-03-16,7634.45,10927.42,0,0
104/03/17,"7,613.53","10,897.49",2015-03-17,7613.53,10897.49,0,0
104/03/18,"7,666.76","10,973.67",2015-03-18,7666.76,10973.67,0,0
104/03/19,"7,719.35","11,048.95",2015-03-19,7719.35,11048.95,0,0
104/03/20,"7,731.20","11,065.92",2015-03-20,7731.2,11065.92,0,0
104/03/23,"7,729.81","11,063.91",2015-03-23,7729.81,11063.91,0,0
104/03/24,"7,723.82","11,055.34",2015-03-24,7723.82,11055.34,0,0
104/03/25,"7,642.59","10,939.08",2015-03-25,7642.59,10939.08,0,0
104/03/26,"7,607.87","10,889.38",2015-03-26,7607.87,10889.38,0,0
104/03/27,"7,551.42","10,808.59",2015-03-27,7551.42,10808.59,0,0
104/03/30,"7,554.64","10,813.19",2015-03-30,7554.64,10813.19,0,0
104/03/31,"7,608.48","10,890.26",2015-03-31,7608.48,10890.26,0,0
