日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 98/06/01,"6,276.65","7,485.05",2009-06-01,6276.65,7485.05,0,0
 98/06/02,"6,231.95","7,431.74",2009-06-02,6231.95,7431.74,0,0
 98/06/03,"6,144.90","7,327.93",2009-06-03,6144.9,7327.93,0,0
 98/06/04,"6,091.48","7,264.22",2009-06-04,6091.48,7264.22,0,0
 98/06/05,"6,109.27","7,285.44",2009-06-05,6109.27,7285.44,0,0
 98/06/06,"6,203.81","7,398.18",2009-06-06,6203.81,7398.18,0,0
 98/06/08,"5,962.60","7,110.53",2009-06-08,5962.6,7110.53,0,0
 98/06/09,"5,670.51","6,762.22",2009-06-09,5670.51,6762.22,0,0
 98/06/10,"5,668.98","6,760.39",2009-06-10,5668.98,6760.39,0,0
 98/06/11,"5,833.76","6,956.89",2009-06-11,5833.76,6956.89,0,0
 98/06/12,"5,731.85","6,835.36",2009-06-12,5731.85,6835.36,0,0
 98/06/15,"5,445.49","6,493.87",2009-06-15,5445.49,6493.87,0,0
 98/06/16,"5,452.99","6,502.81",2009-06-16,5452.99,6502.81,0,0
 98/06/17,"5,447.29","6,496.02",2009-06-17,5447.29,6496.02,0,0
 98/06/18,"5,369.83","6,403.64",2009-06-18,5369.83,6403.64,0,0
 98/06/19,"5,496.50","6,554.70",2009-06-19,5496.5,6554.7,0,0
 98/06/22,"5,605.61","6,684.82",2009-06-22,5605.61,6684.82,0,0
 98/06/23,"5,500.98","6,560.04",2009-06-23,5500.98,6560.04,0,0
 98/06/24,"5,665.58","6,756.33",2009-06-24,5665.58,6756.33,0,0
 98/06/25,"5,772.28","6,884.76",2009-06-25,5772.28,6884.76,0,0
 98/06/26,"5,791.49","6,907.68",2009-06-26,5791.49,6907.68,0,0
 98/06/29,"5,720.44","6,824.88",2009-06-29,5720.44,6824.88,0,0
 98/06/30,"5,729.49","6,838.99",2009-06-30,5729.49,6838.99,0,0
