日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 98/09/01,"6,194.06","7,542.35",2009-09-01,6194.06,7542.35,0,0
 98/09/02,"6,226.23","7,581.53",2009-09-02,6226.23,7581.53,0,0
 98/09/03,"6,302.85","7,679.21",2009-09-03,6302.85,7679.21,0,0
 98/09/04,"6,321.27","7,701.66",2009-09-04,6321.27,7701.66,0,0
 98/09/07,"6,384.63","7,778.85",2009-09-07,6384.63,7778.85,0,0
 98/09/08,"6,440.73","7,847.20",2009-09-08,6440.73,7847.2,0,0
 98/09/09,"6,362.38","7,753.78",2009-09-09,6362.38,7753.78,0,0
 98/09/10,"6,353.39","7,744.29",2009-09-10,6353.39,7744.29,0,0
 98/09/11,"6,414.85","7,819.20",2009-09-11,6414.85,7819.2,0,0
 98/09/14,"6,341.31","7,730.75",2009-09-14,6341.31,7730.75,0,0
 98/09/15,"6,420.95","7,827.84",2009-09-15,6420.95,7827.84,0,0
 98/09/16,"6,512.79","7,939.81",2009-09-16,6512.79,7939.81,0,0
 98/09/17,"6,532.46","7,963.78",2009-09-17,6532.46,7963.78,0,0
 98/09/18,"6,621.37","8,072.18",2009-09-18,6621.37,8072.18,0,0
 98/09/21,"6,639.61","8,094.41",2009-09-21,6639.61,8094.41,0,0
 98/09/22,"6,582.68","8,028.77",2009-09-22,6582.68,8028.77,0,0
 98/09/23,"6,446.65","7,862.85",2009-09-23,6446.65,7862.85,0,0
 98/09/24,"6,441.37","7,856.42",2009-09-24,6441.37,7856.42,0,0
 98/09/25,"6,481.02","7,904.78",2009-09-25,6481.02,7904.78,0,0
 98/09/28,"6,409.48","7,817.52",2009-09-28,6409.48,7817.52,0,0
 98/09/29,"6,506.06","7,935.32",2009-09-29,6506.06,7935.32,0,0
 98/09/30,"6,584.73","8,031.28",2009-09-30,6584.73,8031.28,0,0
