日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/10/03,"6,007.36","7,820.36",2011-10-03,6007.36,7820.36,0,0
100/10/04,"6,047.54","7,872.67",2011-10-04,6047.54,7872.67,0,0
100/10/05,"5,964.91","7,765.10",2011-10-05,5964.91,7765.1,0,0
100/10/06,"6,067.68","7,898.89",2011-10-06,6067.68,7898.89,0,0
100/10/07,"6,142.11","7,995.78",2011-10-07,6142.11,7995.78,0,0
100/10/11,"6,335.20","8,247.15",2011-10-11,6335.2,8247.15,0,0
100/10/12,"6,365.33","8,286.37",2011-10-12,6365.33,8286.37,0,0
100/10/13,"6,452.36","8,399.66",2011-10-13,6452.36,8399.66,0,0
100/10/14,"6,409.11","8,343.36",2011-10-14,6409.11,8343.36,0,0
100/10/17,"6,482.94","8,439.47",2011-10-17,6482.94,8439.47,0,0
100/10/18,"6,390.18","8,318.72",2011-10-18,6390.18,8318.72,0,0
100/10/19,"6,362.50","8,284.81",2011-10-19,6362.5,8284.81,0,0
100/10/20,"6,260.75","8,152.31",2011-10-20,6260.75,8152.31,0,0
100/10/21,"6,282.85","8,181.09",2011-10-21,6282.85,8181.09,0,0
100/10/24,"6,457.22","8,408.15",2011-10-24,6457.22,8408.15,0,0
100/10/25,"6,476.39","8,435.21",2011-10-25,6476.39,8435.21,0,0
100/10/26,"6,526.33","8,500.25",2011-10-26,6526.33,8500.25,0,0
100/10/27,"6,583.43","8,574.63",2011-10-27,6583.43,8574.63,0,0
100/10/28,"6,570.59","8,557.90",2011-10-28,6570.59,8557.9,0,0
100/10/31,"6,547.41","8,527.71",2011-10-31,6547.41,8527.71,0,0
