日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/12/01,"6,339.70","9,832.30",2016-12-01,6339.7,9832.3,0,0
105/12/02,"6,285.47","9,748.20",2016-12-02,6285.47,9748.2,0,0
105/12/05,"6,243.74","9,683.47",2016-12-05,6243.74,9683.47,0,0
105/12/06,"6,294.28","9,761.86",2016-12-06,6294.28,9761.86,0,0
105/12/07,"6,300.86","9,772.07",2016-12-07,6300.86,9772.07,0,0
105/12/08,"6,368.47","9,876.92",2016-12-08,6368.47,9876.92,0,0
105/12/09,"6,378.44","9,892.38",2016-12-09,6378.44,9892.38,0,0
105/12/12,"6,339.30","9,831.68",2016-12-12,6339.3,9831.68,0,0
105/12/13,"6,361.52","9,866.15",2016-12-13,6361.52,9866.15,0,0
105/12/14,"6,363.82","9,869.70",2016-12-14,6363.82,9869.7,0,0
105/12/15,"6,375.49","9,887.81",2016-12-15,6375.49,9887.81,0,0
105/12/16,"6,348.75","9,846.33",2016-12-16,6348.75,9846.33,0,0
105/12/19,"6,275.94","9,733.42",2016-12-19,6275.94,9733.42,0,0
105/12/20,"6,273.87","9,730.21",2016-12-20,6273.87,9730.21,0,0
105/12/21,"6,278.73","9,737.74",2016-12-21,6278.73,9737.74,0,0
105/12/22,"6,223.07","9,651.43",2016-12-22,6223.07,9651.43,0,0
105/12/23,"6,180.08","9,584.75",2016-12-23,6180.08,9584.75,0,0
105/12/26,"6,194.42","9,606.98",2016-12-26,6194.42,9606.98,0,0
105/12/27,"6,191.42","9,602.33",2016-12-27,6191.42,9602.33,0,0
105/12/28,"6,240.28","9,678.11",2016-12-28,6240.28,9678.11,0,0
105/12/29,"6,237.81","9,674.28",2016-12-29,6237.81,9674.28,0,0
105/12/30,"6,291.72","9,757.89",2016-12-30,6291.72,9757.89,0,0
