日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/11/01,"13,939.89","25,932.33",2021-11-01,13939.89,25932.33,0,0
110/11/02,"13,901.76","25,861.40",2021-11-02,13901.76,25861.4,0,0
110/11/03,"13,965.85","25,980.62",2021-11-03,13965.85,25980.62,0,0
110/11/04,"13,979.96","26,006.87",2021-11-04,13979.96,26006.87,0,0
110/11/05,"14,092.88","26,216.94",2021-11-05,14092.88,26216.94,0,0
110/11/08,"14,143.52","26,311.15",2021-11-08,14143.52,26311.15,0,0
110/11/09,"14,246.29","26,502.33",2021-11-09,14246.29,26502.33,0,0
110/11/10,"14,306.28","26,613.93",2021-11-10,14306.28,26613.93,0,0
110/11/11,"14,300.15","26,602.53",2021-11-11,14300.15,26602.53,0,0
110/11/12,"14,395.73","26,780.33",2021-11-12,14395.73,26780.33,0,0
110/11/15,"14,472.87","26,923.84",2021-11-15,14472.87,26923.84,0,0
110/11/16,"14,500.20","26,974.68",2021-11-16,14500.2,26974.68,0,0
110/11/17,"14,629.21","27,214.67",2021-11-17,14629.21,27214.67,0,0
110/11/18,"14,681.26","27,311.51",2021-11-18,14681.26,27311.51,0,0
110/11/19,"14,618.09","27,194.00",2021-11-19,14618.09,27194.0,0,0
110/11/22,"14,706.76","27,358.94",2021-11-22,14706.76,27358.94,0,0
110/11/23,"14,579.18","27,121.61",2021-11-23,14579.18,27121.61,0,0
110/11/24,"14,669.43","27,289.49",2021-11-24,14669.43,27289.49,0,0
110/11/25,"14,690.04","27,327.83",2021-11-25,14690.04,27327.83,0,0
110/11/26,"14,410.53","26,807.86",2021-11-26,14410.53,26807.86,0,0
110/11/29,"14,387.55","26,765.12",2021-11-29,14387.55,26765.12,0,0
110/11/30,"14,511.81","26,996.28",2021-11-30,14511.81,26996.28,0,0
