日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/05/04,"7,671.96","10,982.74",2015-05-04,7671.96,10982.74,0,0
104/05/05,"7,656.45","10,960.54",2015-05-05,7656.45,10960.54,0,0
104/05/06,"7,652.81","10,955.32",2015-05-06,7652.81,10955.32,0,0
104/05/07,"7,575.37","10,844.47",2015-05-07,7575.37,10844.47,0,0
104/05/08,"7,555.88","10,816.57",2015-05-08,7555.88,10816.57,0,0
104/05/11,"7,508.69","10,749.02",2015-05-11,7508.69,10749.02,0,0
104/05/12,"7,492.25","10,725.47",2015-05-12,7492.25,10725.47,0,0
104/05/13,"7,516.13","10,759.66",2015-05-13,7516.13,10759.66,0,0
104/05/14,"7,412.21","10,610.90",2015-05-14,7412.21,10610.9,0,0
104/05/15,"7,376.68","10,560.04",2015-05-15,7376.68,10560.04,0,0
104/05/18,"7,385.53","10,572.71",2015-05-18,7385.53,10572.71,0,0
104/05/19,"7,470.75","10,694.70",2015-05-19,7470.75,10694.7,0,0
104/05/20,"7,436.32","10,645.41",2015-05-20,7436.32,10645.41,0,0
104/05/21,"7,328.87","10,491.59",2015-05-21,7328.87,10491.59,0,0
104/05/22,"7,363.16","10,540.68",2015-05-22,7363.16,10540.68,0,0
104/05/25,"7,379.11","10,563.51",2015-05-25,7379.11,10563.51,0,0
104/05/26,"7,417.21","10,618.05",2015-05-26,7417.21,10618.05,0,0
104/05/27,"7,442.90","10,654.84",2015-05-27,7442.9,10654.84,0,0
104/05/28,"7,448.80","10,663.28",2015-05-28,7448.8,10663.28,0,0
104/05/29,"7,458.43","10,677.07",2015-05-29,7458.43,10677.07,0,0
