日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
112/10/02,"16,932.00","34,143.35",2023-10-02,16932.0,34143.35,0,0
112/10/03,"16,808.87","33,895.95",2023-10-03,16808.87,33895.95,0,0
112/10/04,"16,652.88","33,581.38",2023-10-04,16652.88,33581.38,0,0
112/10/05,"16,849.02","33,976.90",2023-10-05,16849.02,33976.9,0,0
112/10/06,"16,868.20","34,015.58",2023-10-06,16868.2,34015.58,0,0
112/10/11,"16,857.05","33,993.10",2023-10-11,16857.05,33993.1,0,0
112/10/12,"17,050.84","34,383.90",2023-10-12,17050.84,34383.9,0,0
112/10/13,"16,962.62","34,205.99",2023-10-13,16962.62,34205.99,0,0
112/10/16,"16,778.04","33,833.76",2023-10-16,16778.04,33833.76,0,0
112/10/17,"16,695.02","33,666.36",2023-10-17,16695.02,33666.36,0,0
112/10/18,"16,462.99","33,198.46",2023-10-18,16462.99,33198.46,0,0
112/10/19,"16,440.86","33,153.84",2023-10-19,16440.86,33153.84,0,0
112/10/20,"16,300.88","32,871.55",2023-10-20,16300.88,32871.55,0,0
112/10/23,"16,142.35","32,551.87",2023-10-23,16142.35,32551.87,0,0
112/10/24,"16,313.40","32,896.81",2023-10-24,16313.4,32896.81,0,0
112/10/25,"16,403.32","33,078.13",2023-10-25,16403.32,33078.13,0,0
112/10/26,"16,051.84","32,369.36",2023-10-26,16051.84,32369.36,0,0
