日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/04/01,"6,707.14","9,029.77",2013-04-01,6707.14,9029.77,0,0
102/04/02,"6,712.85","9,037.46",2013-04-02,6712.85,9037.46,0,0
102/04/03,"6,769.87","9,114.23",2013-04-03,6769.87,9114.23,0,0
102/04/08,"6,569.35","8,844.26",2013-04-08,6569.35,8844.26,0,0
102/04/09,"6,557.96","8,828.93",2013-04-09,6557.96,8828.93,0,0
102/04/10,"6,590.81","8,873.16",2013-04-10,6590.81,8873.16,0,0
102/04/11,"6,698.28","9,017.84",2013-04-11,6698.28,9017.84,0,0
102/04/12,"6,680.30","8,993.63",2013-04-12,6680.3,8993.63,0,0
102/04/15,"6,633.77","8,930.99",2013-04-15,6633.77,8930.99,0,0
102/04/16,"6,673.01","8,983.82",2013-04-16,6673.01,8983.82,0,0
102/04/17,"6,705.53","9,027.61",2013-04-17,6705.53,9027.61,0,0
102/04/18,"6,705.37","9,027.39",2013-04-18,6705.37,9027.39,0,0
102/04/19,"6,759.66","9,100.48",2013-04-19,6759.66,9100.48,0,0
102/04/22,"6,797.24","9,151.07",2013-04-22,6797.24,9151.07,0,0
102/04/23,"6,805.22","9,161.82",2013-04-23,6805.22,9161.82,0,0
102/04/24,"6,867.20","9,247.68",2013-04-24,6867.2,9247.68,0,0
102/04/25,"6,864.01","9,243.39",2013-04-25,6864.01,9243.39,0,0
102/04/26,"6,853.53","9,229.27",2013-04-26,6853.53,9229.27,0,0
102/04/29,"6,864.14","9,243.56",2013-04-29,6864.14,9243.56,0,0
102/04/30,"6,930.15","9,332.46",2013-04-30,6930.15,9332.46,0,0
