日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
112/11/01,"15,996.43","32,259.10",2023-11-01,15996.43,32259.1,0,0
112/11/02,"16,344.19","32,960.40",2023-11-02,16344.19,32960.4,0,0
112/11/03,"16,474.29","33,222.78",2023-11-03,16474.29,33222.78,0,0
112/11/06,"16,715.22","33,708.65",2023-11-06,16715.22,33708.65,0,0
112/11/07,"16,708.97","33,696.04",2023-11-07,16708.97,33696.04,0,0
112/11/08,"16,792.03","33,863.54",2023-11-08,16792.03,33863.54,0,0
112/11/09,"16,836.86","33,953.95",2023-11-09,16836.86,33953.95,0,0
112/11/10,"16,768.70","33,816.50",2023-11-10,16768.7,33816.5,0,0
112/11/13,"16,815.16","33,910.19",2023-11-13,16815.16,33910.19,0,0
112/11/14,"16,933.09","34,148.01",2023-11-14,16933.09,34148.01,0,0
112/11/15,"17,066.22","34,416.49",2023-11-15,17066.22,34416.49,0,0
112/11/16,"17,119.94","34,524.82",2023-11-16,17119.94,34524.82,0,0
112/11/17,"17,248.65","34,784.38",2023-11-17,17248.65,34784.38,0,0
112/11/20,"17,223.97","34,734.62",2023-11-20,17223.97,34734.62,0,0
112/11/21,"17,354.24","34,997.33",2023-11-21,17354.24,34997.33,0,0
