日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/12/01,"14,545.08","27,058.17",2021-12-01,14545.08,27058.17,0,0
110/12/02,"14,414.76","26,815.73",2021-12-02,14414.76,26815.73,0,0
110/12/03,"14,495.55","26,966.03",2021-12-03,14495.55,26966.03,0,0
110/12/06,"14,540.26","27,049.20",2021-12-06,14540.26,27049.2,0,0
110/12/07,"14,619.81","27,197.18",2021-12-07,14619.81,27197.18,0,0
110/12/08,"14,683.07","27,314.87",2021-12-08,14683.07,27314.87,0,0
110/12/09,"14,750.26","27,439.87",2021-12-09,14750.26,27439.87,0,0
110/12/10,"14,728.56","27,399.49",2021-12-10,14728.56,27399.49,0,0
110/12/13,"14,693.45","27,334.19",2021-12-13,14693.45,27334.19,0,0
110/12/14,"14,502.42","26,978.81",2021-12-14,14502.42,26978.81,0,0
110/12/15,"14,582.33","27,127.46",2021-12-15,14582.33,27127.46,0,0
110/12/16,"14,656.97","27,266.31",2021-12-16,14656.97,27266.31,0,0
110/12/17,"14,627.26","27,211.04",2021-12-17,14627.26,27211.04,0,0
110/12/20,"14,573.09","27,110.28",2021-12-20,14573.09,27110.28,0,0
110/12/21,"14,695.80","27,338.55",2021-12-21,14695.8,27338.55,0,0
110/12/22,"14,720.62","27,384.73",2021-12-22,14720.62,27384.73,0,0
110/12/23,"14,829.62","27,587.49",2021-12-23,14829.62,27587.49,0,0
110/12/24,"14,857.01","27,638.45",2021-12-24,14857.01,27638.45,0,0
110/12/27,"14,902.91","27,723.83",2021-12-27,14902.91,27723.83,0,0
110/12/28,"14,958.25","27,826.79",2021-12-28,14958.25,27826.79,0,0
110/12/29,"15,000.38","27,905.16",2021-12-29,15000.38,27905.16,0,0
110/12/30,"15,013.55","27,929.67",2021-12-30,15013.55,27929.67,0,0
