日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 94/03/01,"6,376.96","6,647.44",2005-03-01,6376.96,6647.44,0,0
 94/03/02,"6,340.33","6,609.26",2005-03-02,6340.33,6609.26,0,0
 94/03/03,"6,342.63","6,611.65",2005-03-03,6342.63,6611.65,0,0
 94/03/04,"6,346.06","6,615.23",2005-03-04,6346.06,6615.23,0,0
 94/03/07,"6,368.47","6,638.59",2005-03-07,6368.47,6638.59,0,0
 94/03/08,"6,302.87","6,570.21",2005-03-08,6302.87,6570.21,0,0
 94/03/09,"6,375.36","6,645.78",2005-03-09,6375.36,6645.78,0,0
 94/03/10,"6,342.43","6,611.45",2005-03-10,6342.43,6611.45,0,0
 94/03/11,"6,391.70","6,662.80",2005-03-11,6391.7,6662.8,0,0
 94/03/14,"6,369.92","6,640.10",2005-03-14,6369.92,6640.1,0,0
 94/03/15,"6,227.06","6,491.18",2005-03-15,6227.06,6491.18,0,0
 94/03/16,"6,226.44","6,490.54",2005-03-16,6226.44,6490.54,0,0
 94/03/17,"6,184.13","6,446.43",2005-03-17,6184.13,6446.43,0,0
 94/03/18,"6,209.44","6,472.82",2005-03-18,6209.44,6472.82,0,0
 94/03/21,"6,236.78","6,501.32",2005-03-21,6236.78,6501.32,0,0
 94/03/22,"6,183.24","6,445.51",2005-03-22,6183.24,6445.51,0,0
 94/03/23,"6,202.84","6,465.93",2005-03-23,6202.84,6465.93,0,0
 94/03/24,"6,189.93","6,452.48",2005-03-24,6189.93,6452.48,0,0
 94/03/25,"6,249.83","6,514.92",2005-03-25,6249.83,6514.92,0,0
 94/03/28,"6,241.31","6,506.03",2005-03-28,6241.31,6506.03,0,0
 94/03/29,"6,126.01","6,385.84",2005-03-29,6126.01,6385.84,0,0
 94/03/30,"6,109.97","6,369.13",2005-03-30,6109.97,6369.13,0,0
 94/03/31,"6,163.20","6,424.61",2005-03-31,6163.2,6424.61,0,0
