日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/05/03,"14,010.26","26,164.40",2022-05-03,14010.26,26164.4,0,0
111/05/04,"14,056.99","26,251.67",2022-05-04,14056.99,26251.67,0,0
111/05/05,"14,155.95","26,436.48",2022-05-05,14155.95,26436.48,0,0
111/05/06,"13,900.74","25,959.86",2022-05-06,13900.74,25959.86,0,0
111/05/09,"13,529.48","25,266.52",2022-05-09,13529.48,25266.52,0,0
111/05/10,"13,595.32","25,389.49",2022-05-10,13595.32,25389.49,0,0
111/05/11,"13,493.44","25,199.23",2022-05-11,13493.44,25199.23,0,0
111/05/12,"13,275.86","24,792.89",2022-05-12,13275.86,24792.89,0,0
111/05/13,"13,478.30","25,170.95",2022-05-13,13478.3,25170.95,0,0
111/05/16,"13,540.04","25,286.26",2022-05-16,13540.04,25286.26,0,0
111/05/17,"13,647.20","25,486.37",2022-05-17,13647.2,25486.37,0,0
111/05/18,"13,806.45","25,783.78",2022-05-18,13806.45,25783.78,0,0
111/05/19,"13,638.89","25,470.86",2022-05-19,13638.89,25470.86,0,0
111/05/20,"13,698.90","25,582.92",2022-05-20,13698.9,25582.92,0,0
111/05/23,"13,650.37","25,492.30",2022-05-23,13650.37,25492.3,0,0
111/05/24,"13,516.85","25,251.52",2022-05-24,13516.85,25251.52,0,0
111/05/25,"13,666.86","25,531.75",2022-05-25,13666.86,25531.75,0,0
111/05/26,"13,574.69","25,359.56",2022-05-26,13574.69,25359.56,0,0
