日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/06/01,"6,059.52","9,053.38",2016-06-01,6059.52,9053.38,0,0
105/06/02,"6,020.21","8,994.66",2016-06-02,6020.21,8994.66,0,0
105/06/03,"6,028.65","9,007.26",2016-06-03,6028.65,9007.26,0,0
105/06/04,"6,040.51","9,024.99",2016-06-04,6040.51,9024.99,0,0
105/06/06,"6,023.88","9,000.13",2016-06-06,6023.88,9000.13,0,0
105/06/07,"6,074.48","9,075.73",2016-06-07,6074.48,9075.73,0,0
105/06/08,"6,105.71","9,122.41",2016-06-08,6105.71,9122.41,0,0
105/06/13,"5,996.45","8,959.16",2016-06-13,5996.45,8959.16,0,0
105/06/14,"6,045.63","9,032.63",2016-06-14,6045.63,9032.63,0,0
105/06/15,"6,044.99","9,031.67",2016-06-15,6044.99,9031.67,0,0
105/06/16,"5,979.87","8,934.39",2016-06-16,5979.87,8934.39,0,0
105/06/17,"6,017.84","8,991.12",2016-06-17,6017.84,8991.12,0,0
105/06/20,"6,061.64","9,057.75",2016-06-20,6061.64,9057.75,0,0
105/06/21,"6,103.70","9,126.22",2016-06-21,6103.7,9126.22,0,0
105/06/22,"6,131.36","9,168.04",2016-06-22,6131.36,9168.04,0,0
105/06/23,"6,108.71","9,134.18",2016-06-23,6108.71,9134.18,0,0
105/06/24,"5,948.31","8,904.08",2016-06-24,5948.31,8904.08,0,0
105/06/27,"5,992.35","8,982.31",2016-06-27,5992.35,8982.31,0,0
105/06/28,"6,046.08","9,062.84",2016-06-28,6046.08,9062.84,0,0
105/06/29,"6,083.07","9,118.30",2016-06-29,6083.07,9118.3,0,0
105/06/30,"6,133.46","9,196.20",2016-06-30,6133.46,9196.2,0,0
