日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
112/12/01,"17,587.11","35,467.91",2023-12-01,17587.11,35467.91,0,0
112/12/04,"17,654.23","35,603.27",2023-12-04,17654.23,35603.27,0,0
112/12/05,"17,557.59","35,408.38",2023-12-05,17557.59,35408.38,0,0
112/12/06,"17,624.32","35,542.95",2023-12-06,17624.32,35542.95,0,0
112/12/07,"17,606.71","35,524.48",2023-12-07,17606.71,35524.48,0,0
112/12/08,"17,745.41","35,804.32",2023-12-08,17745.41,35804.32,0,0
112/12/11,"17,749.79","35,813.16",2023-12-11,17749.79,35813.16,0,0
112/12/12,"17,750.71","35,815.01",2023-12-12,17750.71,35815.01,0,0
112/12/13,"17,854.62","36,024.68",2023-12-13,17854.62,36024.68,0,0
112/12/14,"18,027.70","36,373.90",2023-12-14,18027.7,36373.9,0,0
112/12/15,"17,961.28","36,239.88",2023-12-15,17961.28,36239.88,0,0
112/12/18,"17,915.91","36,148.34",2023-12-18,17915.91,36148.34,0,0
112/12/19,"17,774.09","35,862.19",2023-12-19,17774.09,35862.19,0,0
112/12/20,"17,979.66","36,276.96",2023-12-20,17979.66,36276.96,0,0
112/12/21,"17,972.52","36,262.55",2023-12-21,17972.52,36262.55,0,0
112/12/22,"18,066.15","36,451.47",2023-12-22,18066.15,36451.47,0,0
112/12/25,"18,084.24","36,487.97",2023-12-25,18084.24,36487.97,0,0
112/12/26,"18,279.87","36,882.68",2023-12-26,18279.87,36882.68,0,0
112/12/27,"18,393.57","37,112.10",2023-12-27,18393.57,37112.1,0,0
112/12/28,"18,402.12","37,129.35",2023-12-28,18402.12,37129.35,0,0
