日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
109/07/01,"9,129.76","15,985.63",2020-07-01,9129.76,15985.63,0,0
109/07/02,"9,248.51","16,207.80",2020-07-02,9248.51,16207.8,0,0
109/07/03,"9,329.95","16,350.53",2020-07-03,9329.95,16350.53,0,0
109/07/06,"9,551.77","16,745.60",2020-07-06,9551.77,16745.6,0,0
109/07/07,"9,458.99","16,633.76",2020-07-07,9458.99,16633.76,0,0
109/07/08,"9,517.84","16,747.98",2020-07-08,9517.84,16747.98,0,0
109/07/09,"9,550.97","16,825.22",2020-07-09,9550.97,16825.22,0,0
109/07/10,"9,378.34","16,521.12",2020-07-10,9378.34,16521.12,0,0
109/07/13,"9,491.25","16,762.12",2020-07-13,9491.25,16762.12,0,0
109/07/14,"9,416.45","16,642.18",2020-07-14,9416.45,16642.18,0,0
109/07/15,"9,398.28","16,646.84",2020-07-15,9398.28,16646.84,0,0
109/07/16,"9,402.36","16,677.64",2020-07-16,9402.36,16677.64,0,0
109/07/17,"9,316.85","16,547.62",2020-07-17,9316.85,16547.62,0,0
109/07/20,"9,350.10","16,606.66",2020-07-20,9350.1,16606.66,0,0
109/07/21,"9,487.08","16,851.70",2020-07-21,9487.08,16851.7,0,0
109/07/22,"9,539.48","16,951.20",2020-07-22,9539.48,16951.2,0,0
109/07/23,"9,567.04","17,035.64",2020-07-23,9567.04,17035.64,0,0
109/07/24,"9,343.32","16,654.59",2020-07-24,9343.32,16654.59,0,0
109/07/27,"9,301.21","16,579.52",2020-07-27,9301.21,16579.52,0,0
109/07/28,"9,222.15","16,438.59",2020-07-28,9222.15,16438.59,0,0
109/07/29,"9,310.28","16,608.41",2020-07-29,9310.28,16608.41,0,0
109/07/30,"9,442.32","16,868.98",2020-07-30,9442.32,16868.98,0,0
109/07/31,"9,470.03","16,932.04",2020-07-31,9470.03,16932.04,0,0
