日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
102/06/03,"7,109.52","9,574.00",2013-06-03,7109.52,9574.0,0,0
102/06/04,"7,050.20","9,494.12",2013-06-04,7050.2,9494.12,0,0
102/06/05,"7,046.34","9,488.91",2013-06-05,7046.34,9488.91,0,0
102/06/06,"6,960.77","9,373.68",2013-06-06,6960.77,9373.68,0,0
102/06/07,"6,919.77","9,319.95",2013-06-07,6919.77,9319.95,0,0
102/06/10,"6,989.28","9,413.58",2013-06-10,6989.28,9413.58,0,0
102/06/11,"6,952.94","9,364.64",2013-06-11,6952.94,9364.64,0,0
102/06/13,"6,846.16","9,220.81",2013-06-13,6846.16,9220.81,0,0
102/06/14,"6,802.80","9,162.42",2013-06-14,6802.8,9162.42,0,0
102/06/17,"6,876.83","9,262.12",2013-06-17,6876.83,9262.12,0,0
102/06/18,"6,884.13","9,271.96",2013-06-18,6884.13,9271.96,0,0
102/06/19,"6,903.09","9,299.26",2013-06-19,6903.09,9299.26,0,0
102/06/20,"6,817.81","9,184.37",2013-06-20,6817.81,9184.37,0,0
102/06/21,"6,736.80","9,075.25",2013-06-21,6736.8,9075.25,0,0
102/06/24,"6,703.46","9,030.33",2013-06-24,6703.46,9030.33,0,0
102/06/25,"6,561.90","8,839.64",2013-06-25,6561.9,8839.64,0,0
102/06/26,"6,683.75","9,009.24",2013-06-26,6683.75,9009.24,0,0
102/06/27,"6,753.76","9,115.61",2013-06-27,6753.76,9115.61,0,0
102/06/28,"6,820.15","9,215.94",2013-06-28,6820.15,9215.94,0,0
