日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/11/01,"6,877.46","11,486.74",2018-11-01,6877.46,11486.74,0,0
107/11/02,"6,958.42","11,621.96",2018-11-02,6958.42,11621.96,0,0
107/11/05,"6,944.90","11,599.39",2018-11-05,6944.9,11599.39,0,0
107/11/06,"6,871.22","11,476.32",2018-11-06,6871.22,11476.32,0,0
107/11/07,"6,990.17","11,675.00",2018-11-07,6990.17,11675.0,0,0
107/11/08,"6,996.51","11,685.59",2018-11-08,6996.51,11685.59,0,0
107/11/09,"6,943.16","11,596.48",2018-11-09,6943.16,11596.48,0,0
107/11/12,"6,956.23","11,618.31",2018-11-12,6956.23,11618.31,0,0
107/11/13,"6,935.00","11,582.86",2018-11-13,6935.0,11582.86,0,0
107/11/14,"6,945.66","11,600.65",2018-11-14,6945.66,11600.65,0,0
107/11/15,"6,976.19","11,651.64",2018-11-15,6976.19,11651.64,0,0
107/11/16,"6,979.89","11,657.83",2018-11-16,6979.89,11657.83,0,0
107/11/19,"7,042.15","11,761.82",2018-11-19,7042.15,11761.82,0,0
107/11/20,"6,978.70","11,655.83",2018-11-20,6978.7,11655.83,0,0
107/11/21,"6,997.91","11,687.92",2018-11-21,6997.91,11687.92,0,0
107/11/22,"6,951.42","11,610.28",2018-11-22,6951.42,11610.28,0,0
107/11/23,"6,906.51","11,535.27",2018-11-23,6906.51,11535.27,0,0
107/11/26,"6,997.21","11,686.75",2018-11-26,6997.21,11686.75,0,0
107/11/27,"7,021.48","11,727.28",2018-11-27,7021.48,11727.28,0,0
107/11/28,"7,157.92","11,955.18",2018-11-28,7157.92,11955.18,0,0
107/11/29,"7,174.39","11,982.68",2018-11-29,7174.39,11982.68,0,0
107/11/30,"7,224.55","12,066.45",2018-11-30,7224.55,12066.45,0,0
