日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/10/01,"8,100.22","14,095.20",2019-10-01,8100.22,14095.2,0,0
108/10/02,"8,128.73","14,159.91",2019-10-02,8128.73,14159.91,0,0
108/10/03,"8,113.56","14,133.48",2019-10-03,8113.56,14133.48,0,0
108/10/04,"8,130.58","14,163.12",2019-10-04,8130.58,14163.12,0,0
108/10/07,"8,164.02","14,221.39",2019-10-07,8164.02,14221.39,0,0
108/10/08,"8,154.85","14,205.41",2019-10-08,8154.85,14205.41,0,0
108/10/09,"8,071.21","14,059.71",2019-10-09,8071.21,14059.71,0,0
108/10/14,"8,192.57","14,271.11",2019-10-14,8192.57,14271.11,0,0
108/10/15,"8,201.49","14,286.65",2019-10-15,8201.49,14286.65,0,0
108/10/16,"8,222.83","14,323.83",2019-10-16,8222.83,14323.83,0,0
108/10/17,"8,275.01","14,414.72",2019-10-17,8275.01,14414.72,0,0
108/10/18,"8,284.71","14,431.62",2019-10-18,8284.71,14431.62,0,0
108/10/21,"8,293.21","14,446.43",2019-10-21,8293.21,14446.43,0,0
108/10/22,"8,308.33","14,472.77",2019-10-22,8308.33,14472.77,0,0
108/10/23,"8,337.89","14,524.25",2019-10-23,8337.89,14524.25,0,0
108/10/24,"8,411.70","14,652.83",2019-10-24,8411.7,14652.83,0,0
108/10/25,"8,381.47","14,600.17",2019-10-25,8381.47,14600.17,0,0
108/10/28,"8,392.81","14,619.92",2019-10-28,8392.81,14619.92,0,0
108/10/29,"8,333.75","14,517.04",2019-10-29,8333.75,14517.04,0,0
108/10/30,"8,377.00","14,592.38",2019-10-30,8377.0,14592.38,0,0
108/10/31,"8,366.99","14,574.95",2019-10-31,8366.99,14574.95,0,0
