日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/12/01,"6,155.94","9,196.34",2015-12-01,6155.94,9196.34,0,0
104/12/02,"6,143.60","9,177.91",2015-12-02,6143.6,9177.91,0,0
104/12/03,"6,159.88","9,202.23",2015-12-03,6159.88,9202.23,0,0
104/12/04,"6,140.81","9,173.74",2015-12-04,6140.81,9173.74,0,0
104/12/07,"6,181.82","9,235.00",2015-12-07,6181.82,9235.0,0,0
104/12/08,"6,102.97","9,117.22",2015-12-08,6102.97,9117.22,0,0
104/12/09,"6,017.43","8,989.42",2015-12-09,6017.43,8989.42,0,0
104/12/10,"5,975.26","8,926.43",2015-12-10,5975.26,8926.43,0,0
104/12/11,"5,878.45","8,781.80",2015-12-11,5878.45,8781.8,0,0
104/12/14,"5,844.68","8,731.35",2015-12-14,5844.68,8731.35,0,0
104/12/15,"5,897.53","8,810.30",2015-12-15,5897.53,8810.3,0,0
104/12/16,"5,980.39","8,934.09",2015-12-16,5980.39,8934.09,0,0
104/12/17,"6,075.36","9,075.96",2015-12-17,6075.36,9075.96,0,0
104/12/18,"6,101.15","9,114.49",2015-12-18,6101.15,9114.49,0,0
104/12/21,"6,114.66","9,134.68",2015-12-21,6114.66,9134.68,0,0
104/12/22,"6,096.25","9,107.16",2015-12-22,6096.25,9107.16,0,0
104/12/23,"6,126.91","9,152.97",2015-12-23,6126.91,9152.97,0,0
104/12/24,"6,105.81","9,121.45",2015-12-24,6105.81,9121.45,0,0
104/12/25,"6,143.76","9,178.15",2015-12-25,6143.76,9178.15,0,0
104/12/28,"6,131.61","9,160.00",2015-12-28,6131.61,9160.0,0,0
104/12/29,"6,112.56","9,131.54",2015-12-29,6112.56,9131.54,0,0
104/12/30,"6,084.33","9,089.36",2015-12-30,6084.33,9089.36,0,0
104/12/31,"6,086.26","9,092.25",2015-12-31,6086.26,9092.25,0,0
