日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/07/01,"20,696.77","42,133.82",2024-07-01,20696.77,42133.82,0,0
113/07/02,"20,583.05","41,923.96",2024-07-02,20583.05,41923.96,0,0
113/07/03,"20,838.77","42,444.82",2024-07-03,20838.77,42444.82,0,0
113/07/04,"20,975.48","42,747.46",2024-07-04,20975.48,42747.46,0,0
113/07/05,"21,013.85","42,825.66",2024-07-05,21013.85,42825.66,0,0
113/07/08,"20,921.17","42,663.30",2024-07-08,20921.17,42663.3,0,0
113/07/09,"20,866.77","42,581.62",2024-07-09,20866.77,42581.62,0,0
113/07/10,"21,068.52","43,027.00",2024-07-10,21068.52,43027.0,0,0
113/07/11,"21,168.28","43,258.39",2024-07-11,21168.28,43258.39,0,0
113/07/12,"21,136.82","43,194.09",2024-07-12,21136.82,43194.09,0,0
113/07/15,"21,120.31","43,160.36",2024-07-15,21120.31,43160.36,0,0
113/07/16,"21,102.87","43,177.86",2024-07-16,21102.87,43177.86,0,0
113/07/17,"21,046.95","43,063.44",2024-07-17,21046.95,43063.44,0,0
113/07/18,"20,725.55","42,479.63",2024-07-18,20725.55,42479.63,0,0
113/07/19,"20,377.12","41,765.47",2024-07-19,20377.12,41765.47,0,0
113/07/22,"19,847.65","40,693.39",2024-07-22,19847.65,40693.39,0,0
