日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/02/02,"6,578.25","10,202.28",2017-02-02,6578.25,10202.28,0,0
106/02/03,"6,622.23","10,270.48",2017-02-03,6622.23,10270.48,0,0
106/02/06,"6,699.08","10,389.67",2017-02-06,6699.08,10389.67,0,0
106/02/07,"6,710.09","10,406.74",2017-02-07,6710.09,10406.74,0,0
106/02/08,"6,722.22","10,425.55",2017-02-08,6722.22,10425.55,0,0
106/02/09,"6,757.09","10,479.63",2017-02-09,6757.09,10479.63,0,0
106/02/10,"6,763.58","10,489.70",2017-02-10,6763.58,10489.7,0,0
106/02/13,"6,792.72","10,534.89",2017-02-13,6792.72,10534.89,0,0
106/02/14,"6,792.61","10,534.72",2017-02-14,6792.61,10534.72,0,0
106/02/15,"6,834.48","10,599.65",2017-02-15,6834.48,10599.65,0,0
106/02/16,"6,806.82","10,556.76",2017-02-16,6806.82,10556.76,0,0
106/02/17,"6,817.16","10,572.80",2017-02-17,6817.16,10572.8,0,0
106/02/18,"6,846.19","10,617.82",2017-02-18,6846.19,10617.82,0,0
106/02/20,"6,788.88","10,528.94",2017-02-20,6788.88,10528.94,0,0
106/02/21,"6,808.44","10,559.28",2017-02-21,6808.44,10559.28,0,0
106/02/22,"6,849.71","10,623.28",2017-02-22,6849.71,10623.28,0,0
106/02/23,"6,845.36","10,616.53",2017-02-23,6845.36,10616.53,0,0
106/02/24,"6,834.08","10,599.04",2017-02-24,6834.08,10599.04,0,0
