日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 94/04/01,"6,186.34","6,448.74",2005-04-01,6186.34,6448.74,0,0
 94/04/04,"6,198.30","6,461.20",2005-04-04,6198.3,6461.2,0,0
 94/04/06,"6,186.92","6,449.34",2005-04-06,6186.92,6449.34,0,0
 94/04/07,"6,149.69","6,410.53",2005-04-07,6149.69,6410.53,0,0
 94/04/08,"6,200.36","6,463.35",2005-04-08,6200.36,6463.35,0,0
 94/04/11,"6,135.45","6,395.68",2005-04-11,6135.45,6395.68,0,0
 94/04/12,"6,139.92","6,400.35",2005-04-12,6139.92,6400.35,0,0
 94/04/13,"6,158.51","6,419.72",2005-04-13,6158.51,6419.72,0,0
 94/04/14,"6,147.76","6,408.52",2005-04-14,6147.76,6408.52,0,0
 94/04/15,"6,050.57","6,307.21",2005-04-15,6050.57,6307.21,0,0
 94/04/18,"5,827.58","6,074.76",2005-04-18,5827.58,6074.76,0,0
 94/04/19,"5,870.89","6,119.90",2005-04-19,5870.89,6119.9,0,0
 94/04/20,"5,785.09","6,030.46",2005-04-20,5785.09,6030.46,0,0
 94/04/21,"5,809.03","6,055.43",2005-04-21,5809.03,6055.43,0,0
 94/04/22,"5,820.62","6,067.50",2005-04-22,5820.62,6067.5,0,0
 94/04/25,"5,832.55","6,079.94",2005-04-25,5832.55,6079.94,0,0
 94/04/26,"5,889.33","6,139.13",2005-04-26,5889.33,6139.13,0,0
 94/04/27,"5,841.77","6,089.55",2005-04-27,5841.77,6089.55,0,0
 94/04/28,"5,893.92","6,145.02",2005-04-28,5893.92,6145.02,0,0
 94/04/29,"5,882.51","6,133.12",2005-04-29,5882.51,6133.12,0,0
