日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/10/01,"13,139.07","24,441.34",2021-10-01,13139.07,24441.34,0,0
110/10/04,"12,994.74","24,172.85",2021-10-04,12994.74,24172.85,0,0
110/10/05,"13,100.22","24,369.07",2021-10-05,13100.22,24369.07,0,0
110/10/06,"12,964.92","24,117.38",2021-10-06,12964.92,24117.38,0,0
110/10/07,"13,246.61","24,641.37",2021-10-07,13246.61,24641.37,0,0
110/10/08,"13,271.75","24,688.14",2021-10-08,13271.75,24688.14,0,0
110/10/12,"13,103.16","24,374.53",2021-10-12,13103.16,24374.53,0,0
110/10/13,"12,981.87","24,148.91",2021-10-13,12981.87,24148.91,0,0
110/10/14,"13,044.06","24,265.82",2021-10-14,13044.06,24265.82,0,0
110/10/15,"13,204.58","24,564.45",2021-10-15,13204.58,24564.45,0,0
110/10/18,"13,216.27","24,586.19",2021-10-18,13216.27,24586.19,0,0
110/10/19,"13,370.01","24,872.19",2021-10-19,13370.01,24872.19,0,0
110/10/20,"13,395.25","24,919.14",2021-10-20,13395.25,24919.14,0,0
110/10/21,"13,404.28","24,935.94",2021-10-21,13404.28,24935.94,0,0
110/10/22,"13,434.01","24,991.25",2021-10-22,13434.01,24991.25,0,0
110/10/25,"13,473.98","25,065.61",2021-10-25,13473.98,25065.61,0,0
110/10/26,"13,606.97","25,313.01",2021-10-26,13606.97,25313.01,0,0
110/10/27,"13,750.39","25,579.80",2021-10-27,13750.39,25579.8,0,0
110/10/28,"13,801.69","25,675.25",2021-10-28,13801.69,25675.25,0,0
110/10/29,"13,826.60","25,721.58",2021-10-29,13826.6,25721.58,0,0
