日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 94/02/01,"6,030.00","6,285.77",2005-02-01,6030.0,6285.77,0,0
 94/02/02,"6,042.33","6,298.62",2005-02-02,6042.33,6298.62,0,0
 94/02/03,"6,071.29","6,328.80",2005-02-03,6071.29,6328.8,0,0
 94/02/14,"6,152.93","6,413.91",2005-02-14,6152.93,6413.91,0,0
 94/02/15,"6,171.11","6,432.78",2005-02-15,6171.11,6432.78,0,0
 94/02/16,"6,243.41","6,508.22",2005-02-16,6243.41,6508.22,0,0
 94/02/17,"6,183.02","6,445.27",2005-02-17,6183.02,6445.27,0,0
 94/02/18,"6,260.15","6,525.68",2005-02-18,6260.15,6525.68,0,0
 94/02/21,"6,303.80","6,571.18",2005-02-21,6303.8,6571.18,0,0
 94/02/22,"6,247.10","6,512.07",2005-02-22,6247.1,6512.07,0,0
 94/02/23,"6,277.19","6,543.44",2005-02-23,6277.19,6543.44,0,0
 94/02/24,"6,273.39","6,539.48",2005-02-24,6273.39,6539.48,0,0
 94/02/25,"6,325.80","6,594.11",2005-02-25,6325.8,6594.11,0,0
