日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/11/03,"22,591.36","48,274.36",2025-11-03,22591.36,48274.36,0,0
114/11/04,"22,145.86","47,322.38",2025-11-04,22145.86,47322.38,0,0
114/11/05,"22,175.59","47,385.92",2025-11-05,22175.59,47385.92,0,0
114/11/06,"22,468.67","48,012.19",2025-11-06,22468.67,48012.19,0,0
114/11/07,"22,245.93","47,536.23",2025-11-07,22245.93,47536.23,0,0
114/11/10,"22,461.38","47,996.62",2025-11-10,22461.38,47996.62,0,0
114/11/11,"22,430.16","47,929.89",2025-11-11,22430.16,47929.89,0,0
114/11/12,"22,620.72","48,337.10",2025-11-12,22620.72,48337.1,0,0
114/11/13,"22,931.45","49,001.09",2025-11-13,22931.45,49001.09,0,0
114/11/14,"22,477.34","48,030.70",2025-11-14,22477.34,48030.7,0,0
114/11/17,"22,448.09","47,968.21",2025-11-17,22448.09,47968.21,0,0
114/11/18,"21,804.04","46,591.97",2025-11-18,21804.04,46591.97,0,0
114/11/19,"21,700.99","46,371.77",2025-11-19,21700.99,46371.77,0,0
114/11/20,"22,280.13","47,609.30",2025-11-20,22280.13,47609.3,0,0
114/11/21,"21,557.17","46,064.45",2025-11-21,21557.17,46064.45,0,0
114/11/24,"21,820.96","46,628.12",2025-11-24,21820.96,46628.12,0,0
114/11/25,"22,091.14","47,205.46",2025-11-25,22091.14,47205.46,0,0
