日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
106/01/03,"6,293.01","9,759.88",2017-01-03,6293.01,9759.88,0,0
106/01/04,"6,323.94","9,807.85",2017-01-04,6323.94,9807.85,0,0
106/01/05,"6,375.99","9,888.58",2017-01-05,6375.99,9888.58,0,0
106/01/06,"6,393.43","9,915.63",2017-01-06,6393.43,9915.63,0,0
106/01/09,"6,369.93","9,879.18",2017-01-09,6369.93,9879.18,0,0
106/01/10,"6,387.85","9,906.98",2017-01-10,6387.85,9906.98,0,0
106/01/11,"6,428.26","9,969.65",2017-01-11,6428.26,9969.65,0,0
106/01/12,"6,456.96","10,014.16",2017-01-12,6456.96,10014.16,0,0
106/01/13,"6,434.87","9,979.90",2017-01-13,6434.87,9979.9,0,0
106/01/16,"6,398.97","9,924.22",2017-01-16,6398.97,9924.22,0,0
106/01/17,"6,459.87","10,018.67",2017-01-17,6459.87,10018.67,0,0
106/01/18,"6,469.84","10,034.14",2017-01-18,6469.84,10034.14,0,0
106/01/19,"6,455.42","10,011.78",2017-01-19,6455.42,10011.78,0,0
106/01/20,"6,464.22","10,025.43",2017-01-20,6464.22,10025.43,0,0
106/01/23,"6,515.42","10,104.83",2017-01-23,6515.42,10104.83,0,0
106/01/24,"6,552.14","10,161.78",2017-01-24,6552.14,10161.78,0,0
