日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/02/01,"8,011.15","12,860.43",2018-02-01,8011.15,12860.43,0,0
107/02/02,"7,987.86","12,823.03",2018-02-02,7987.86,12823.03,0,0
107/02/05,"7,847.76","12,598.13",2018-02-05,7847.76,12598.13,0,0
107/02/06,"7,409.98","11,895.36",2018-02-06,7409.98,11895.36,0,0
107/02/07,"7,544.56","12,111.39",2018-02-07,7544.56,12111.39,0,0
107/02/08,"7,499.77","12,039.49",2018-02-08,7499.77,12039.49,0,0
107/02/09,"7,389.85","11,863.04",2018-02-09,7389.85,11863.04,0,0
107/02/12,"7,391.95","11,866.41",2018-02-12,7391.95,11866.41,0,0
107/02/21,"7,654.64","12,288.12",2018-02-21,7654.64,12288.12,0,0
107/02/22,"7,680.38","12,329.44",2018-02-22,7680.38,12329.44,0,0
107/02/23,"7,744.73","12,432.74",2018-02-23,7744.73,12432.74,0,0
107/02/26,"7,782.92","12,494.04",2018-02-26,7782.92,12494.04,0,0
107/02/27,"7,789.00","12,503.81",2018-02-27,7789.0,12503.81,0,0
