日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/05/02,"8,114.46","13,552.78",2019-05-02,8114.46,13552.78,0,0
108/05/03,"8,148.23","13,609.19",2019-05-03,8148.23,13609.19,0,0
108/05/06,"7,960.75","13,296.06",2019-05-06,7960.75,13296.06,0,0
108/05/07,"8,065.61","13,471.20",2019-05-07,8065.61,13471.2,0,0
108/05/08,"8,008.93","13,376.53",2019-05-08,8008.93,13376.53,0,0
108/05/09,"7,843.34","13,099.95",2019-05-09,7843.34,13099.95,0,0
108/05/10,"7,814.91","13,052.47",2019-05-10,7814.91,13052.47,0,0
108/05/13,"7,682.67","12,831.61",2019-05-13,7682.67,12831.61,0,0
108/05/14,"7,666.50","12,804.60",2019-05-14,7666.5,12804.6,0,0
108/05/15,"7,733.56","12,916.61",2019-05-15,7733.56,12916.61,0,0
108/05/16,"7,630.00","12,743.64",2019-05-16,7630.0,12743.64,0,0
108/05/17,"7,566.42","12,637.45",2019-05-17,7566.42,12637.45,0,0
108/05/20,"7,573.08","12,648.57",2019-05-20,7573.08,12648.57,0,0
108/05/21,"7,650.15","12,777.29",2019-05-21,7650.15,12777.29,0,0
108/05/22,"7,637.39","12,755.99",2019-05-22,7637.39,12755.99,0,0
108/05/23,"7,525.31","12,568.78",2019-05-23,7525.31,12568.78,0,0
108/05/24,"7,492.73","12,514.38",2019-05-24,7492.73,12514.38,0,0
108/05/27,"7,501.62","12,529.22",2019-05-27,7501.62,12529.22,0,0
108/05/28,"7,512.32","12,547.10",2019-05-28,7512.32,12547.1,0,0
108/05/29,"7,511.28","12,545.35",2019-05-29,7511.28,12545.35,0,0
108/05/30,"7,544.15","12,600.25",2019-05-30,7544.15,12600.25,0,0
108/05/31,"7,628.30","12,740.81",2019-05-31,7628.3,12740.81,0,0
