日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
103/08/01,"7,714.08","10,935.25",2014-08-01,7714.08,10935.25,0,0
103/08/04,"7,744.86","10,985.82",2014-08-04,7744.86,10985.82,0,0
103/08/05,"7,629.86","10,828.74",2014-08-05,7629.86,10828.74,0,0
103/08/06,"7,548.59","10,719.52",2014-08-06,7548.59,10719.52,0,0
103/08/07,"7,530.07","10,705.25",2014-08-07,7530.07,10705.25,0,0
103/08/08,"7,492.33","10,651.61",2014-08-08,7492.33,10651.61,0,0
103/08/11,"7,590.00","10,796.08",2014-08-11,7590.0,10796.08,0,0
103/08/12,"7,550.03","10,742.29",2014-08-12,7550.03,10742.29,0,0
103/08/13,"7,602.45","10,821.40",2014-08-13,7602.45,10821.4,0,0
103/08/14,"7,530.77","10,735.36",2014-08-14,7530.77,10735.36,0,0
103/08/15,"7,511.18","10,707.44",2014-08-15,7511.18,10707.44,0,0
103/08/18,"7,460.46","10,635.14",2014-08-18,7460.46,10635.14,0,0
103/08/19,"7,550.77","10,769.75",2014-08-19,7550.77,10769.75,0,0
103/08/20,"7,532.11","10,743.13",2014-08-20,7532.11,10743.13,0,0
103/08/21,"7,504.17","10,706.91",2014-08-21,7504.17,10706.91,0,0
103/08/22,"7,620.05","10,873.34",2014-08-22,7620.05,10873.34,0,0
103/08/25,"7,633.68","10,895.92",2014-08-25,7633.68,10895.92,0,0
103/08/26,"7,647.39","10,924.77",2014-08-26,7647.39,10924.77,0,0
103/08/27,"7,728.03","11,044.14",2014-08-27,7728.03,11044.14,0,0
103/08/28,"7,714.55","11,032.59",2014-08-28,7714.55,11032.59,0,0
103/08/29,"7,736.81","11,065.54",2014-08-29,7736.81,11065.54,0,0
