日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
104/04/01,"7,546.55","10,801.62",2015-04-01,7546.55,10801.62,0,0
104/04/02,"7,600.13","10,878.30",2015-04-02,7600.13,10878.3,0,0
104/04/07,"7,640.30","10,935.80",2015-04-07,7640.3,10935.8,0,0
104/04/08,"7,592.95","10,868.02",2015-04-08,7592.95,10868.02,0,0
104/04/09,"7,578.09","10,846.76",2015-04-09,7578.09,10846.76,0,0
104/04/10,"7,588.99","10,862.36",2015-04-10,7588.99,10862.36,0,0
104/04/13,"7,635.01","10,928.23",2015-04-13,7635.01,10928.23,0,0
104/04/14,"7,659.81","10,963.73",2015-04-14,7659.81,10963.73,0,0
104/04/15,"7,592.52","10,867.41",2015-04-15,7592.52,10867.41,0,0
104/04/16,"7,642.22","10,938.55",2015-04-16,7642.22,10938.55,0,0
104/04/17,"7,581.34","10,851.41",2015-04-17,7581.34,10851.41,0,0
104/04/20,"7,525.19","10,771.04",2015-04-20,7525.19,10771.04,0,0
104/04/21,"7,499.72","10,734.58",2015-04-21,7499.72,10734.58,0,0
104/04/22,"7,563.09","10,825.29",2015-04-22,7563.09,10825.29,0,0
104/04/23,"7,663.58","10,969.12",2015-04-23,7663.58,10969.12,0,0
104/04/24,"7,692.42","11,010.40",2015-04-24,7692.42,11010.4,0,0
104/04/27,"7,740.56","11,079.31",2015-04-27,7740.56,11079.31,0,0
104/04/28,"7,726.79","11,059.60",2015-04-28,7726.79,11059.6,0,0
104/04/29,"7,660.50","10,964.71",2015-04-29,7660.5,10964.71,0,0
104/04/30,"7,679.94","10,992.55",2015-04-30,7679.94,10992.55,0,0
