日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/06/03,"7,574.49","12,654.00",2019-06-03,7574.49,12654.0,0,0
108/06/04,"7,542.69","12,600.87",2019-06-04,7542.69,12600.87,0,0
108/06/05,"7,581.30","12,665.37",2019-06-05,7581.3,12665.37,0,0
108/06/06,"7,523.00","12,567.98",2019-06-06,7523.0,12567.98,0,0
108/06/10,"7,635.48","12,755.89",2019-06-10,7635.48,12755.89,0,0
108/06/11,"7,675.36","12,822.52",2019-06-11,7675.36,12822.52,0,0
108/06/12,"7,673.42","12,819.27",2019-06-12,7673.42,12819.27,0,0
108/06/13,"7,654.75","12,788.08",2019-06-13,7654.75,12788.08,0,0
108/06/14,"7,637.65","12,759.51",2019-06-14,7637.65,12759.51,0,0
108/06/17,"7,667.16","12,810.93",2019-06-17,7667.16,12810.93,0,0
108/06/18,"7,667.99","12,825.84",2019-06-18,7667.99,12825.84,0,0
108/06/19,"7,829.68","13,099.29",2019-06-19,7829.68,13099.29,0,0
108/06/20,"7,892.71","13,204.74",2019-06-20,7892.71,13204.74,0,0
108/06/21,"7,872.85","13,171.52",2019-06-21,7872.85,13171.52,0,0
108/06/24,"7,894.78","13,210.77",2019-06-24,7894.78,13210.77,0,0
108/06/25,"7,844.37","13,134.69",2019-06-25,7844.37,13134.69,0,0
108/06/26,"7,878.12","13,191.20",2019-06-26,7878.12,13191.2,0,0
108/06/27,"7,946.51","13,310.56",2019-06-27,7946.51,13310.56,0,0
108/06/28,"7,928.57","13,280.52",2019-06-28,7928.57,13280.52,0,0
