日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/11/01,"6,397.57","9,919.52",2016-11-01,6397.57,9919.52,0,0
105/11/02,"6,281.79","9,739.99",2016-11-02,6281.79,9739.99,0,0
105/11/03,"6,203.09","9,618.89",2016-11-03,6203.09,9618.89,0,0
105/11/04,"6,210.29","9,630.06",2016-11-04,6210.29,9630.06,0,0
105/11/07,"6,259.41","9,706.22",2016-11-07,6259.41,9706.22,0,0
105/11/08,"6,293.27","9,758.72",2016-11-08,6293.27,9758.72,0,0
105/11/09,"6,083.88","9,434.03",2016-11-09,6083.88,9434.03,0,0
105/11/10,"6,261.69","9,709.75",2016-11-10,6261.69,9709.75,0,0
105/11/11,"6,115.70","9,483.38",2016-11-11,6115.7,9483.38,0,0
105/11/14,"6,111.12","9,476.27",2016-11-14,6111.12,9476.27,0,0
105/11/15,"6,110.32","9,475.03",2016-11-15,6110.32,9475.03,0,0
105/11/16,"6,126.50","9,500.12",2016-11-16,6126.5,9500.12,0,0
105/11/17,"6,118.91","9,488.35",2016-11-17,6118.91,9488.35,0,0
105/11/18,"6,156.05","9,545.95",2016-11-18,6156.05,9545.95,0,0
105/11/21,"6,182.74","9,587.34",2016-11-21,6182.74,9587.34,0,0
105/11/22,"6,244.91","9,683.73",2016-11-22,6244.91,9683.73,0,0
105/11/23,"6,253.20","9,696.59",2016-11-23,6253.2,9696.59,0,0
105/11/24,"6,264.77","9,714.53",2016-11-24,6264.77,9714.53,0,0
105/11/25,"6,287.49","9,751.33",2016-11-25,6287.49,9751.33,0,0
105/11/28,"6,321.06","9,803.40",2016-11-28,6321.06,9803.4,0,0
105/11/29,"6,316.66","9,796.57",2016-11-29,6316.66,9796.57,0,0
105/11/30,"6,333.56","9,822.78",2016-11-30,6333.56,9822.78,0,0
