日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/01/02,"6,873.52","11,480.17",2019-01-02,6873.52,11480.17,0,0
108/01/03,"6,836.23","11,417.89",2019-01-03,6836.23,11417.89,0,0
108/01/04,"6,786.95","11,335.57",2019-01-04,6786.95,11335.57,0,0
108/01/07,"6,947.63","11,603.94",2019-01-07,6947.63,11603.94,0,0
108/01/08,"6,926.55","11,568.73",2019-01-08,6926.55,11568.73,0,0
108/01/09,"7,036.73","11,752.75",2019-01-09,7036.73,11752.75,0,0
108/01/10,"7,021.17","11,726.77",2019-01-10,7021.17,11726.77,0,0
108/01/11,"7,013.86","11,714.56",2019-01-11,7013.86,11714.56,0,0
108/01/14,"6,983.65","11,664.10",2019-01-14,6983.65,11664.1,0,0
108/01/15,"7,101.88","11,861.57",2019-01-15,7101.88,11861.57,0,0
108/01/16,"7,097.55","11,854.34",2019-01-16,7097.55,11854.34,0,0
108/01/17,"7,076.49","11,819.17",2019-01-17,7076.49,11819.17,0,0
108/01/18,"7,135.30","11,917.39",2019-01-18,7135.3,11917.39,0,0
108/01/21,"7,164.86","11,966.77",2019-01-21,7164.86,11966.77,0,0
108/01/22,"7,129.75","11,908.12",2019-01-22,7129.75,11908.12,0,0
108/01/23,"7,140.96","11,926.85",2019-01-23,7140.96,11926.85,0,0
108/01/24,"7,154.14","11,948.86",2019-01-24,7154.14,11948.86,0,0
108/01/25,"7,219.83","12,058.58",2019-01-25,7219.83,12058.58,0,0
108/01/28,"7,243.79","12,098.59",2019-01-28,7243.79,12098.59,0,0
108/01/29,"7,213.08","12,047.30",2019-01-29,7213.08,12047.3,0,0
108/01/30,"7,231.15","12,077.47",2019-01-30,7231.15,12077.47,0,0
