日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
107/06/01,"8,381.67","13,456.85",2018-06-01,8381.67,13456.85,0,0
107/06/04,"8,460.72","13,585.12",2018-06-04,8460.72,13585.12,0,0
107/06/05,"8,451.92","13,576.36",2018-06-05,8451.92,13576.36,0,0
107/06/06,"8,582.53","13,786.16",2018-06-06,8582.53,13786.16,0,0
107/06/07,"8,593.08","13,803.11",2018-06-07,8593.08,13803.11,0,0
107/06/08,"8,533.54","13,707.46",2018-06-08,8533.54,13707.46,0,0
107/06/11,"8,536.33","13,711.96",2018-06-11,8536.33,13711.96,0,0
107/06/12,"8,513.90","13,675.92",2018-06-12,8513.9,13675.92,0,0
107/06/13,"8,483.83","13,627.61",2018-06-13,8483.83,13627.61,0,0
107/06/14,"8,404.52","13,500.22",2018-06-14,8404.52,13500.22,0,0
107/06/15,"8,447.47","13,580.72",2018-06-15,8447.47,13580.72,0,0
107/06/19,"8,357.70","13,436.40",2018-06-19,8357.7,13436.4,0,0
107/06/20,"8,274.60","13,302.80",2018-06-20,8274.6,13302.8,0,0
107/06/21,"8,267.40","13,309.42",2018-06-21,8267.4,13309.42,0,0
107/06/22,"8,160.46","13,137.26",2018-06-22,8160.46,13137.26,0,0
107/06/25,"8,140.90","13,105.78",2018-06-25,8140.9,13105.78,0,0
107/06/26,"8,130.33","13,088.76",2018-06-26,8130.33,13088.76,0,0
107/06/27,"8,112.22","13,059.61",2018-06-27,8112.22,13059.61,0,0
107/06/28,"8,044.87","12,951.18",2018-06-28,8044.87,12951.18,0,0
107/06/29,"8,171.09","13,154.38",2018-06-29,8171.09,13154.38,0,0
