日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
113/08/01,"20,037.35","41,204.55",2024-08-01,20037.35,41204.55,0,0
113/08/02,"19,353.53","39,798.36",2024-08-02,19353.53,39798.36,0,0
113/08/05,"17,816.32","36,698.50",2024-08-05,17816.32,36698.5,0,0
113/08/06,"17,951.48","36,976.89",2024-08-06,17951.48,36976.89,0,0
113/08/07,"18,732.14","38,584.93",2024-08-07,18732.14,38584.93,0,0
113/08/08,"18,387.61","37,889.15",2024-08-08,18387.61,37889.15,0,0
113/08/09,"18,756.68","38,649.63",2024-08-09,18756.68,38649.63,0,0
113/08/12,"19,120.96","39,403.92",2024-08-12,19120.96,39403.92,0,0
113/08/13,"19,109.57","39,380.45",2024-08-13,19109.57,39380.45,0,0
113/08/14,"19,247.57","39,664.85",2024-08-14,19247.57,39664.85,0,0
113/08/15,"19,228.80","39,646.81",2024-08-15,19228.8,39646.81,0,0
113/08/16,"19,553.73","40,328.19",2024-08-16,19553.73,40328.19,0,0
113/08/19,"19,608.26","40,440.66",2024-08-19,19608.26,40440.66,0,0
113/08/20,"19,708.73","40,647.88",2024-08-20,19708.73,40647.88,0,0
113/08/21,"19,660.77","40,548.95",2024-08-21,19660.77,40548.95,0,0
