日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
114/10/01,"21,148.05","45,189.84",2025-10-01,21148.05,45189.84,0,0
114/10/02,"21,257.56","45,423.85",2025-10-02,21257.56,45423.85,0,0
114/10/03,"21,324.01","45,565.84",2025-10-03,21324.01,45565.84,0,0
114/10/07,"21,638.17","46,237.14",2025-10-07,21638.17,46237.14,0,0
114/10/08,"21,724.97","46,422.62",2025-10-08,21724.97,46422.62,0,0
114/10/09,"21,756.97","46,490.99",2025-10-09,21756.97,46490.99,0,0
114/10/13,"21,428.85","45,789.86",2025-10-13,21428.85,45789.86,0,0
114/10/14,"20,984.83","44,841.06",2025-10-14,20984.83,44841.06,0,0
114/10/15,"21,346.41","45,613.70",2025-10-15,21346.41,45613.7,0,0
114/10/16,"21,639.91","46,240.86",2025-10-16,21639.91,46240.86,0,0
114/10/17,"21,497.82","45,937.24",2025-10-17,21497.82,45937.24,0,0
114/10/20,"21,665.39","46,295.29",2025-10-20,21665.39,46295.29,0,0
114/10/21,"21,807.89","46,600.20",2025-10-21,21807.89,46600.2,0,0
114/10/22,"21,900.92","46,799.00",2025-10-22,21900.92,46799.0,0,0
114/10/23,"21,769.53","46,518.23",2025-10-23,21769.53,46518.23,0,0
114/10/27,"22,108.07","47,241.63",2025-10-27,22108.07,47241.63,0,0
