日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
108/08/01,"8,025.03","13,762.41",2019-08-01,8025.03,13762.41,0,0
108/08/02,"7,852.23","13,466.06",2019-08-02,7852.23,13466.06,0,0
108/08/05,"7,757.55","13,303.70",2019-08-05,7757.55,13303.7,0,0
108/08/06,"7,720.98","13,245.45",2019-08-06,7720.98,13245.45,0,0
108/08/07,"7,732.64","13,275.63",2019-08-07,7732.64,13275.63,0,0
108/08/08,"7,822.88","13,464.25",2019-08-08,7822.88,13464.25,0,0
108/08/12,"7,852.45","13,523.25",2019-08-12,7852.45,13523.25,0,0
108/08/13,"7,789.81","13,415.38",2019-08-13,7789.81,13415.38,0,0
108/08/14,"7,842.04","13,521.80",2019-08-14,7842.04,13521.8,0,0
108/08/15,"7,764.82","13,390.17",2019-08-15,7764.82,13390.17,0,0
108/08/16,"7,807.53","13,463.83",2019-08-16,7807.53,13463.83,0,0
108/08/19,"7,872.25","13,581.73",2019-08-19,7872.25,13581.73,0,0
108/08/20,"7,870.19","13,599.50",2019-08-20,7870.19,13599.5,0,0
108/08/21,"7,893.23","13,640.87",2019-08-21,7893.23,13640.87,0,0
108/08/22,"7,905.57","13,669.59",2019-08-22,7905.57,13669.59,0,0
108/08/23,"7,895.43","13,662.36",2019-08-23,7895.43,13662.36,0,0
108/08/26,"7,735.77","13,398.85",2019-08-26,7735.77,13398.85,0,0
108/08/27,"7,773.90","13,481.47",2019-08-27,7773.9,13481.47,0,0
108/08/28,"7,801.42","13,537.50",2019-08-28,7801.42,13537.5,0,0
108/08/29,"7,813.83","13,571.24",2019-08-29,7813.83,13571.24,0,0
108/08/30,"7,921.44","13,760.85",2019-08-30,7921.44,13760.85,0,0
