日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
100/06/01,"8,041.12","10,096.90",2011-06-01,8041.12,10096.9,0,0
100/06/02,"8,008.01","10,055.34",2011-06-02,8008.01,10055.34,0,0
100/06/03,"8,031.37","10,084.67",2011-06-03,8031.37,10084.67,0,0
100/06/07,"8,032.35","10,085.89",2011-06-07,8032.35,10085.89,0,0
100/06/08,"7,998.58","10,043.49",2011-06-08,7998.58,10043.49,0,0
100/06/09,"8,001.24","10,046.83",2011-06-09,8001.24,10046.83,0,0
100/06/10,"7,867.83","9,879.31",2011-06-10,7867.83,9879.31,0,0
100/06/13,"7,747.87","9,728.69",2011-06-13,7747.87,9728.69,0,0
100/06/14,"7,832.81","9,835.34",2011-06-14,7832.81,9835.34,0,0
100/06/15,"7,809.24","9,805.74",2011-06-15,7809.24,9805.74,0,0
100/06/16,"7,632.83","9,584.23",2011-06-16,7632.83,9584.23,0,0
100/06/17,"7,614.33","9,561.00",2011-06-17,7614.33,9561.0,0,0
100/06/20,"7,486.96","9,401.07",2011-06-20,7486.96,9401.07,0,0
100/06/21,"7,543.05","9,476.25",2011-06-21,7543.05,9476.25,0,0
100/06/22,"7,594.79","9,541.25",2011-06-22,7594.79,9541.25,0,0
100/06/23,"7,551.95","9,487.43",2011-06-23,7551.95,9487.43,0,0
100/06/24,"7,568.94","9,508.78",2011-06-24,7568.94,9508.78,0,0
100/06/27,"7,580.44","9,524.66",2011-06-27,7580.44,9524.66,0,0
100/06/28,"7,548.75","9,492.05",2011-06-28,7548.75,9492.05,0,0
100/06/29,"7,626.40","9,594.44",2011-06-29,7626.4,9594.44,0,0
100/06/30,"7,695.20","9,685.29",2011-06-30,7695.2,9685.29,0,0
