日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
105/08/01,"6,447.05","9,846.86",2016-08-01,6447.05,9846.86,0,0
105/08/02,"6,435.18","9,848.43",2016-08-02,6435.18,9848.43,0,0
105/08/03,"6,406.38","9,805.95",2016-08-03,6406.38,9805.95,0,0
105/08/04,"6,421.96","9,835.24",2016-08-04,6421.96,9835.24,0,0
105/08/05,"6,489.59","9,938.81",2016-08-05,6489.59,9938.81,0,0
105/08/08,"6,497.82","9,951.42",2016-08-08,6497.82,9951.42,0,0
105/08/09,"6,447.27","9,897.10",2016-08-09,6447.27,9897.1,0,0
105/08/10,"6,456.80","9,918.57",2016-08-10,6456.8,9918.57,0,0
105/08/11,"6,412.17","9,856.76",2016-08-11,6412.17,9856.76,0,0
105/08/12,"6,427.76","9,885.11",2016-08-12,6427.76,9885.11,0,0
105/08/15,"6,424.27","9,885.78",2016-08-15,6424.27,9885.78,0,0
105/08/16,"6,410.07","9,872.21",2016-08-16,6410.07,9872.21,0,0
105/08/17,"6,404.06","9,868.31",2016-08-17,6404.06,9868.31,0,0
105/08/18,"6,433.60","9,916.96",2016-08-18,6433.6,9916.96,0,0
105/08/19,"6,368.17","9,816.11",2016-08-19,6368.17,9816.11,0,0
105/08/22,"6,323.19","9,746.78",2016-08-22,6323.19,9746.78,0,0
105/08/23,"6,351.48","9,790.39",2016-08-23,6351.48,9790.39,0,0
105/08/24,"6,342.24","9,784.20",2016-08-24,6342.24,9784.2,0,0
105/08/25,"6,406.60","9,886.15",2016-08-25,6406.6,9886.15,0,0
105/08/26,"6,422.72","9,912.63",2016-08-26,6422.72,9912.63,0,0
105/08/29,"6,404.09","9,888.06",2016-08-29,6404.09,9888.06,0,0
105/08/30,"6,428.53","9,937.86",2016-08-30,6428.53,9937.86,0,0
105/08/31,"6,408.25","9,918.44",2016-08-31,6408.25,9918.44,0,0
