日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
110/03/02,"11,401.25","20,521.33",2021-03-02,11401.25,20521.33,0,0
110/03/03,"11,531.83","20,756.35",2021-03-03,11531.83,20756.35,0,0
110/03/04,"11,388.10","20,497.65",2021-03-04,11388.1,20497.65,0,0
110/03/05,"11,317.10","20,369.87",2021-03-05,11317.1,20369.87,0,0
110/03/08,"11,298.88","20,337.08",2021-03-08,11298.88,20337.08,0,0
110/03/09,"11,307.19","20,352.02",2021-03-09,11307.19,20352.02,0,0
110/03/10,"11,369.85","20,464.80",2021-03-10,11369.85,20464.8,0,0
110/03/11,"11,549.31","20,787.81",2021-03-11,11549.31,20787.81,0,0
110/03/12,"11,584.01","20,850.28",2021-03-12,11584.01,20850.28,0,0
110/03/15,"11,626.94","20,927.55",2021-03-15,11626.94,20927.55,0,0
110/03/16,"11,651.38","20,971.54",2021-03-16,11651.38,20971.54,0,0
110/03/17,"11,661.09","20,989.01",2021-03-17,11661.09,20989.01,0,0
110/03/18,"11,771.12","21,187.07",2021-03-18,11771.12,21187.07,0,0
110/03/19,"11,728.91","21,111.09",2021-03-19,11728.91,21111.09,0,0
110/03/22,"11,848.67","21,326.65",2021-03-22,11848.67,21326.65,0,0
110/03/23,"11,803.57","21,245.47",2021-03-23,11803.57,21245.47,0,0
110/03/24,"11,843.48","21,317.30",2021-03-24,11843.48,21317.3,0,0
110/03/25,"11,815.30","21,270.05",2021-03-25,11815.3,21270.05,0,0
110/03/26,"11,968.71","21,546.23",2021-03-26,11968.71,21546.23,0,0
110/03/29,"12,136.07","21,847.50",2021-03-29,12136.07,21847.5,0,0
110/03/30,"12,248.03","22,049.05",2021-03-30,12248.03,22049.05,0,0
110/03/31,"12,218.29","22,000.28",2021-03-31,12218.29,22000.28,0,0
