日期,臺灣中型100指數,臺灣中型100報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
 99/06/01,"6,419.43","7,833.14",2010-06-01,6419.43,7833.14,0,0
 99/06/02,"6,343.92","7,741.00",2010-06-02,6343.92,7741.0,0,0
 99/06/03,"6,475.51","7,901.56",2010-06-03,6475.51,7901.56,0,0
 99/06/04,"6,456.84","7,878.79",2010-06-04,6456.84,7878.79,0,0
 99/06/07,"6,305.32","7,695.46",2010-06-07,6305.32,7695.46,0,0
 99/06/08,"6,334.18","7,730.69",2010-06-08,6334.18,7730.69,0,0
 99/06/09,"6,199.29","7,566.06",2010-06-09,6199.29,7566.06,0,0
 99/06/10,"6,329.69","7,725.21",2010-06-10,6329.69,7725.21,0,0
 99/06/11,"6,426.39","7,843.22",2010-06-11,6426.39,7843.22,0,0
 99/06/14,"6,478.24","7,906.51",2010-06-14,6478.24,7906.51,0,0
 99/06/15,"6,530.39","7,970.15",2010-06-15,6530.39,7970.15,0,0
 99/06/17,"6,590.56","8,043.59",2010-06-17,6590.56,8043.59,0,0
 99/06/18,"6,566.90","8,014.71",2010-06-18,6566.9,8014.71,0,0
 99/06/21,"6,747.60","8,235.26",2010-06-21,6747.6,8235.26,0,0
 99/06/22,"6,751.23","8,239.68",2010-06-22,6751.23,8239.68,0,0
 99/06/23,"6,744.73","8,231.75",2010-06-23,6744.73,8231.75,0,0
 99/06/24,"6,754.12","8,243.21",2010-06-24,6754.12,8243.21,0,0
 99/06/25,"6,618.44","8,081.21",2010-06-25,6618.44,8081.21,0,0
 99/06/28,"6,645.06","8,113.71",2010-06-28,6645.06,8113.71,0,0
 99/06/29,"6,568.06","8,024.47",2010-06-29,6568.06,8024.47,0,0
 99/06/30,"6,495.70","7,936.06",2010-06-30,6495.7,7936.06,0,0
